Drug_ATC,Drug_name,Side_effect,Freq_media
D11AH01,tacrolimus,Hyperkalaemia,0.2582155217391304
D11AH01,tacrolimus,Hyperlipidaemia,0.2903030259259259
D11AH01,tacrolimus,Hypersensitivity,0.096
D11AH01,tacrolimus,Hypertension,0.3800163695652174
D11AH01,tacrolimus,Hypertriglyceridaemia,0.5936
D11AH01,tacrolimus,Blood triglycerides increased,0.5936
D11AH01,tacrolimus,Hypocalcaemia,0.505
D11AH01,tacrolimus,Hypoglycaemia,0.0055
D11AH01,tacrolimus,Hypokalaemia,0.259375
D11AH01,tacrolimus,Hyponatraemia,0.505
D11AH01,tacrolimus,Hypoproteinaemia,0.0055
D11AH01,tacrolimus,Immune system disorder,0.0005
D11AH01,tacrolimus,Bullous impetigo,0.0005
D11AH01,tacrolimus,Infarction,0.0055
D11AH01,tacrolimus,Inflammation,0.505
D11AH01,tacrolimus,Influenza,0.2241111111111111
D11AH01,tacrolimus,Jaundice,0.3368333333333333
D11AH01,tacrolimus,Arthropathy,0.0055
D11AH01,tacrolimus,Kaposi's varicelliform eruption,0.505
D11AH01,tacrolimus,Nephropathy,5e-05
D11AH01,tacrolimus,Renal failure acute,0.25275
D11AH01,tacrolimus,Muscle spasms,0.505
D11AH01,tacrolimus,Leukocytosis,0.29125
D11AH01,tacrolimus,Progressive multifocal leukoencephalopathy,0.0005
D11AH01,tacrolimus,Leukopenia,0.2149242380952381
D11AH01,tacrolimus,Lung disorder,0.505
D11AH01,tacrolimus,Non-Hodgkin's lymphoma,0.25275
D11AH01,tacrolimus,Lymphoma,0.25275
D11AH01,tacrolimus,X-linked lymphoproliferative syndrome,0.0005
D11AH01,tacrolimus,Lymphoproliferative disorder,0.0005
D11AH01,tacrolimus,Mediastinal disorder,0.0005
D11AH01,tacrolimus,Malignant melanoma,0.0005
D11AH01,tacrolimus,Multi-organ failure,0.003
D11AH01,tacrolimus,Hypertonia,0.0005
D11AH01,tacrolimus,Mutism,0.0005
D11AH01,tacrolimus,Myocardial infarction,0.0005
D11AH01,tacrolimus,Acute coronary syndrome,0.0005
D11AH01,tacrolimus,Nasal congestion,0.505
D11AH01,tacrolimus,Nausea,0.2367672790697674
D11AH01,tacrolimus,Neoplasm,0.0005
D11AH01,tacrolimus,Nervous system disorder,0.254
D11AH01,tacrolimus,Nervousness,0.003
D11AH01,tacrolimus,Neutropenia,0.003
D11AH01,tacrolimus,Nightmare,0.505
D11AH01,tacrolimus,Nystagmus,0.008
D11AH01,tacrolimus,Oliguria,0.229
D11AH01,tacrolimus,Opportunistic infection,0.15
D11AH01,tacrolimus,Osteomyelitis,0.0005
D11AH01,tacrolimus,Otitis media,0.0633333333333333
D11AH01,tacrolimus,Pain,0.289047619047619
D11AH01,tacrolimus,Pain in extremity,0.505
D11AH01,tacrolimus,Palpitations,0.0055
D11AH01,tacrolimus,Pancreatic pseudocyst,0.0005
D11AH01,tacrolimus,Pancreatitis,0.0005
D11AH01,tacrolimus,Pancytopenia,0.003
D11AH01,tacrolimus,Ileus paralytic,0.0055
D11AH01,tacrolimus,Paresis,0.0055
D11AH01,tacrolimus,Paraesthesia,0.13945
D11AH01,tacrolimus,Pericardial effusion,0.0617142857142857
D11AH01,tacrolimus,Tooth abscess,0.0066666666666666
D11AH01,tacrolimus,Neuropathy peripheral,0.505
D11AH01,tacrolimus,Peritonitis,0.0038333333333333
D11AH01,tacrolimus,Pharyngitis,0.1536363636363636
D11AH01,tacrolimus,Pleural effusion,0.367
D11AH01,tacrolimus,Pneumonia,0.0171428571428571
D11AH01,tacrolimus,Pruritus,0.27
D11AH01,tacrolimus,Psychotic disorder,0.0055
D11AH01,tacrolimus,Thrombotic thrombocytopenic purpura,0.0005
D11AH01,tacrolimus,Quadriplegia,0.0005
D11AH01,tacrolimus,Aplasia pure red cell,0.0005
D11AH01,tacrolimus,Renal failure,0.4457857142857143
D11AH01,tacrolimus,Acute respiratory distress syndrome,0.0005
D11AH01,tacrolimus,Rhinitis,0.0342857142857142
D11AH01,tacrolimus,Rosacea,0.25275
D11AH01,tacrolimus,Convulsion,0.3368333333333333
D11AH01,tacrolimus,Sepsis,0.0005
D11AH01,tacrolimus,Shock,0.0038333333333333
D11AH01,tacrolimus,Sinusitis,0.0488888888888888
D11AH01,tacrolimus,Skin disorder,0.06855
D11AH01,tacrolimus,Skin infection,0.114
D11AH01,tacrolimus,Neoplasm skin,0.012
D11AH01,tacrolimus,Speech disorder,0.0005
D11AH01,tacrolimus,Stevens-Johnson syndrome,0.000275
D11AH01,tacrolimus,Erythema multiforme,0.000275
D11AH01,tacrolimus,Gastric ulcer,0.0005
D11AH01,tacrolimus,Stomatitis,0.3368333333333333
D11AH01,tacrolimus,Sunburn,0.012
D11AH01,tacrolimus,Photosensitivity reaction,0.0089375
D11AH01,tacrolimus,Hyperhidrosis,0.505
D11AH01,tacrolimus,Loss of consciousness,0.0005
D11AH01,tacrolimus,Syncope,0.0005
D11AH01,tacrolimus,Tachycardia,0.505
D11AH01,tacrolimus,Thirst,0.0005
D11AH01,tacrolimus,Thrombocytopenia,0.255
D11AH01,tacrolimus,Thrombosis,0.0005
D11AH01,tacrolimus,Tinnitus,0.505
D11AH01,tacrolimus,Tooth disorder,0.012
D11AH01,tacrolimus,Torsade de pointes,0.00241
D11AH01,tacrolimus,Tremor,0.2862250882352941
D11AH01,tacrolimus,Ulcer,0.25275
D11AH01,tacrolimus,Erythema,0.142
D11AH01,tacrolimus,Urinary tract infection,0.1763653805555555
D11AH01,tacrolimus,Micturition disorder,0.0005
D11AH01,tacrolimus,Urethral disorder,0.0005
D11AH01,tacrolimus,Urinary tract disorder,0.0005
D11AH01,tacrolimus,Urticaria,0.0300714285714285
D11AH01,tacrolimus,Uterine haemorrhage,0.0055
D11AH01,tacrolimus,Angiopathy,0.505
D11AH01,tacrolimus,Ventricular fibrillation,0.0005
D11AH01,tacrolimus,Vomiting,0.1547091111111111
D11AH01,tacrolimus,Weight increased,0.505
D11AH01,tacrolimus,Weight decreased,0.003
D11AH01,tacrolimus,Encephalopathy,0.012
D11AH01,tacrolimus,Hepatic failure,0.0002
D11AH01,tacrolimus,Ventricular arrhythmia,0.0055
D11AH01,tacrolimus,Paralysis flaccid,0.00225
D11AH01,tacrolimus,Burning sensation,0.505
D11AH01,tacrolimus,Stupor,0.002
D11AH01,tacrolimus,Depressed level of consciousness,0.002
D11AH01,tacrolimus,Photophobia,0.25275
D11AH01,tacrolimus,Rash pustular,0.0360869565217391
D11AH01,tacrolimus,Oedema peripheral,0.1961799117647059
D11AH01,tacrolimus,Hyperphosphataemia,0.0055
D11AH01,tacrolimus,Hypophosphataemia,0.295796275
D11AH01,tacrolimus,Cystitis haemorrhagic,0.000275
D11AH01,tacrolimus,Cataract,0.0055
D11AH01,tacrolimus,Mouth ulceration,0.0005
D11AH01,tacrolimus,Alcohol intolerance,0.0805555555555555
D11AH01,tacrolimus,Amylase increased,0.0021666666666666
D11AH01,tacrolimus,Blood urea increased,0.1825
D11AH01,tacrolimus,Blood creatinine increased,0.2652838461538461
D11AH01,tacrolimus,Ventricular extrasystoles,0.0005
D11AH01,tacrolimus,Gastrointestinal perforation,0.0005
D11AH01,tacrolimus,Hypomagnesaemia,0.2664727259259259
D11AH01,tacrolimus,Injury,0.0686923076923076
D11AH01,tacrolimus,Myocardial ischaemia,0.0005
D11AH01,tacrolimus,Renal impairment,0.3777058823529412
D11AH01,tacrolimus,Hepatocellular injury,0.25275
D11AH01,tacrolimus,Liver injury,0.25275
D11AH01,tacrolimus,Liver function test abnormal,0.55
D11AH01,tacrolimus,Hepatic necrosis,0.0005
D11AH01,tacrolimus,Drug ineffective,0.0325
D11AH01,tacrolimus,Blood alkaline phosphatase increased,0.505
D11AH01,tacrolimus,Electrocardiogram QT prolonged,5e-05
D11AH01,tacrolimus,Dermatitis bullous,0.0185714285714285
D11AH01,tacrolimus,Dry skin,0.024
D11AH01,tacrolimus,Skin irritation,0.505
D11AH01,tacrolimus,Blindness cortical,0.0005
D11AH01,tacrolimus,Interstitial lung disease,0.0005
D11AH01,tacrolimus,Metabolic acidosis,0.505
D11AH01,tacrolimus,Discomfort,0.505
D11AH01,tacrolimus,Myalgia,0.0129285714285714
D11AH01,tacrolimus,Chest discomfort,0.003
D11AH01,tacrolimus,Disorientation,0.505
D11AH01,tacrolimus,Altered state of consciousness,0.505
D11AH01,tacrolimus,Application site oedema,0.0005
D11AH01,tacrolimus,Hepatotoxicity,0.0005
D11AH01,tacrolimus,Fat tissue increased,5e-05
D11AH01,tacrolimus,Lung infiltration,0.0005
D11AH01,tacrolimus,Ventricular dysfunction,0.0005
D11AH01,tacrolimus,Pancreatitis acute,0.0055
D11AH01,tacrolimus,Netherton's syndrome,0.0005
D11AH01,tacrolimus,Hepatobiliary disease,0.0005
D11AH01,tacrolimus,Bile duct stenosis,0.00035
D11AH01,tacrolimus,Pancreatitis haemorrhagic,0.0005
D11AH01,tacrolimus,Pancreatitis necrotising,0.0005
D11AH01,tacrolimus,Leukoencephalopathy,0.0005
D11AH01,tacrolimus,Nerve compression,0.0005
D11AH01,tacrolimus,Nerve injury,0.0005
D11AH01,tacrolimus,Ventricular hypertrophy,0.0055
D11AH01,tacrolimus,Vision blurred,0.505
D11AH01,tacrolimus,Depressed mood,0.505
D11AH01,tacrolimus,Abdominal distension,0.505
D11AH01,tacrolimus,Hepatic artery thrombosis,0.0005
D11AH01,tacrolimus,Rash maculo-papular,0.015
D11AH01,tacrolimus,Arrhythmia supraventricular,0.0055
D11AH01,tacrolimus,Electrocardiogram T wave abnormal,0.0005
D11AH01,tacrolimus,Blindness,0.0005
D11AH01,tacrolimus,Respiratory distress,0.0005
D11AH01,tacrolimus,Echocardiogram abnormal,5e-05
D11AH01,tacrolimus,Lymphadenopathy,0.015
D11AH01,tacrolimus,Application site irritation,0.505
D11AH01,tacrolimus,Instillation site pain,0.505
D11AH01,tacrolimus,Application site pain,0.52
D11AH01,tacrolimus,Application site rash,0.505
D11AH01,tacrolimus,Influenza like illness,0.1231428571428571
D11AH01,tacrolimus,Impaired gastric emptying,0.003
D11AH01,tacrolimus,Paralysis,0.005
D11AH01,tacrolimus,Affective disorder,0.505
D11AH01,tacrolimus,Face oedema,0.0133333333333333
D11AH01,tacrolimus,Fluid overload,0.505
D11AH01,tacrolimus,Feeling jittery,0.003
D11AH01,tacrolimus,Feeling hot,0.0005
D11AH01,tacrolimus,Haemorrhagic stroke,0.0055
D11AH01,tacrolimus,Cerebral haemorrhage,0.0055
D11AH01,tacrolimus,Dysgraphia,0.505
D11AH01,tacrolimus,Nephropathy toxic,0.505
D11AH01,tacrolimus,Hot flush,0.0005
D11AH01,tacrolimus,Menopausal symptoms,0.0005
D11AH01,tacrolimus,Mobility decreased,0.0005
D11AH01,tacrolimus,Acne,0.0250555555555555
D11AH01,tacrolimus,Blood uric acid increased,0.505
D11AH01,tacrolimus,Hyperuricaemia,0.505
D11AH01,tacrolimus,Blood lactate dehydrogenase increased,0.0055
D11AH01,tacrolimus,Application site erythema,0.505
D11AH01,tacrolimus,Application site pruritus,0.55
D11AH01,tacrolimus,Herpes dermatitis,0.505
D11AH01,tacrolimus,Thrombocytopenic purpura,0.0005
D11AH01,tacrolimus,Gastrointestinal ulcer perforation,0.505
D11AH01,tacrolimus,Application site warmth,0.505
D11AH01,tacrolimus,Application site paraesthesia,0.505
D11AH01,tacrolimus,Procedural pain,0.28
D11AH01,tacrolimus,Application site burn,0.55
D11AH01,tacrolimus,Cardiomyopathy,0.0055
D11AH01,tacrolimus,Insomnia,0.2376610090909091
D11AH01,tacrolimus,Subileus,0.0005
D11AH01,tacrolimus,Eczema herpeticum,0.107
D11AH01,tacrolimus,Muscular weakness,5e-05
D11AH01,tacrolimus,Graft dysfunction,0.203215
D11AH01,tacrolimus,Temperature intolerance,0.0055
D11AH01,tacrolimus,Procedural complication,0.0066666666666666
D11AH01,tacrolimus,Incision site complication,0.255
D11AH01,tacrolimus,Respiratory failure,0.0005
D11AH01,tacrolimus,Deep vein thrombosis,0.003
D11AH01,tacrolimus,Hearing impaired,0.0020166666666666
D11AH01,tacrolimus,Renal tubular necrosis,0.505
D11AH01,tacrolimus,Posterior reversible encephalopathy syndrome,0.0005
D11AH01,tacrolimus,Hypoprothrombinaemia,0.0005
D11AH01,tacrolimus,Factor II deficiency,0.0005
D11AH01,tacrolimus,Cardiac hypertrophy,0.0005
D11AH01,tacrolimus,Fasting,0.20633025
D11AH01,tacrolimus,Fatigue,0.075414525
D11AH01,tacrolimus,Graft versus host disease,0.0005
D11AH01,tacrolimus,Pulmonary hypertension,0.0005
D11AH01,tacrolimus,Intestinal obstruction,0.0005
D11AH01,tacrolimus,Leukaemia,0.0005
D11AH01,tacrolimus,Optic atrophy,0.0005
D11AH01,tacrolimus,Supraventricular extrasystoles,0.0005
D11AH01,tacrolimus,Respiratory tract infection,0.27363725
D11AH01,tacrolimus,Rhabdomyolysis,0.0005
D11AH01,tacrolimus,Status epilepticus,0.0005
D11AH01,tacrolimus,Supraventricular tachycardia,0.0005
D11AH01,tacrolimus,Polyarthritis,0.0005
D11AH01,tacrolimus,Skin hyperpigmentation,0.0005
D11AH01,tacrolimus,Activated partial thromboplastin time prolonged,0.0005
D11AH01,tacrolimus,Post transplant lymphoproliferative disorder,0.0005
D11AH01,tacrolimus,Graft loss,0.0005
D11AH01,tacrolimus,Hepatosplenic T-cell lymphoma,0.0005
D11AH01,tacrolimus,Polyomavirus-associated nephropathy,0.0005
L04AD02,tacrolimus,Gastrointestinal pain,0.2279375
L04AD02,tacrolimus,Abdominal pain,0.2279375
L04AD02,tacrolimus,Agranulocytosis,0.0005
L04AD02,tacrolimus,Alopecia,0.206
L04AD02,tacrolimus,Amnesia,0.0055
L04AD02,tacrolimus,Anaemia,0.2776766428571428
L04AD02,tacrolimus,Haemolytic anaemia,0.0005
L04AD02,tacrolimus,Decreased appetite,0.3164285714285714
L04AD02,tacrolimus,Anuria,0.0055
L04AD02,tacrolimus,Anxiety,0.505
L04AD02,tacrolimus,Arrhythmia,0.0005
L04AD02,tacrolimus,Arthralgia,0.1733333333333333
L04AD02,tacrolimus,Musculoskeletal discomfort,0.1142368421052631
L04AD02,tacrolimus,Ascites,0.229
L04AD02,tacrolimus,Asthenia,0.195515669047619
L04AD02,tacrolimus,Asthma,0.0634444444444444
L04AD02,tacrolimus,Pneumothorax,0.1675
L04AD02,tacrolimus,Atelectasis,0.1675
L04AD02,tacrolimus,Atrial fibrillation,0.0005
L04AD02,tacrolimus,Atrial flutter,0.0005
L04AD02,tacrolimus,Back pain,0.1603043478260869
L04AD02,tacrolimus,Bacterial infection,0.2693455857142857
L04AD02,tacrolimus,Mental disorder,0.25275
L04AD02,tacrolimus,Coagulopathy,0.0055
L04AD02,tacrolimus,Bronchitis,0.081
L04AD02,tacrolimus,Neoplasm malignant,0.505
L04AD02,tacrolimus,Skin cancer,0.505
L04AD02,tacrolimus,Basal cell carcinoma,0.0005
L04AD02,tacrolimus,Squamous cell carcinoma,0.0005
L04AD02,tacrolimus,Carpal tunnel syndrome,0.0005
L04AD02,tacrolimus,Cellulitis,0.0066666666666666
L04AD02,tacrolimus,Cerebral infarction,0.0005
L04AD02,tacrolimus,Chest pain,0.16
L04AD02,tacrolimus,Cholangitis,0.0005
L04AD02,tacrolimus,Cholestasis,0.505
L04AD02,tacrolimus,Colitis,0.0005
L04AD02,tacrolimus,Coma,0.008125
L04AD02,tacrolimus,Infection,0.2970366071428571
L04AD02,tacrolimus,Confusional state,0.505
L04AD02,tacrolimus,Feeling abnormal,0.172
L04AD02,tacrolimus,Conjunctivitis,0.018
L04AD02,tacrolimus,Connective tissue disorder,0.0005
L04AD02,tacrolimus,Constipation,0.3196727826086956
L04AD02,tacrolimus,Cough,0.19
L04AD02,tacrolimus,Cyst,0.01
L04AD02,tacrolimus,Cytomegalovirus infection,0.1869489714285714
L04AD02,tacrolimus,Deafness,0.00141
L04AD02,tacrolimus,Dysphagia,0.0005
L04AD02,tacrolimus,Dehydration,0.0055
L04AD02,tacrolimus,Delirium,0.007
L04AD02,tacrolimus,Depression,0.008
L04AD02,tacrolimus,Dermatitis,0.1213333333333333
L04AD02,tacrolimus,Dermatitis exfoliative,0.01
L04AD02,tacrolimus,Dermatitis contact,0.024
L04AD02,tacrolimus,Fungal skin infection,0.02375
L04AD02,tacrolimus,Diabetes mellitus,0.365
L04AD02,tacrolimus,Diarrhoea,0.2664667291666666
L04AD02,tacrolimus,Disseminated intravascular coagulation,0.0005
L04AD02,tacrolimus,Dizziness,0.1760454545454545
L04AD02,tacrolimus,Osteoarthritis,0.003875
L04AD02,tacrolimus,Dysarthria,0.00225
L04AD02,tacrolimus,Dysmenorrhoea,0.013875
L04AD02,tacrolimus,Dyspepsia,0.1243333333333333
L04AD02,tacrolimus,Dyspnoea,0.2164285714285714
L04AD02,tacrolimus,Ear pain,0.005
L04AD02,tacrolimus,Eczema,0.008
L04AD02,tacrolimus,Oedema,0.2325
L04AD02,tacrolimus,Enterocolitis,0.0005
L04AD02,tacrolimus,Toxic epidermal necrolysis,0.0005
L04AD02,tacrolimus,Rash,0.1445
L04AD02,tacrolimus,Eye disorder,0.3368333333333333
L04AD02,tacrolimus,Hepatic steatosis,0.0005
L04AD02,tacrolimus,Body temperature increased,0.2114285714285714
L04AD02,tacrolimus,Flatulence,0.505
L04AD02,tacrolimus,Flushing,0.1686666666666666
L04AD02,tacrolimus,Folliculitis,0.0755
L04AD02,tacrolimus,Gastroenteritis,0.0295795777777777
L04AD02,tacrolimus,Gastrooesophageal reflux disease,0.003
L04AD02,tacrolimus,Gastrointestinal disorder,0.0005
L04AD02,tacrolimus,Gastrointestinal haemorrhage,0.505
L04AD02,tacrolimus,Glycosuria,0.0005
L04AD02,tacrolimus,Hallucination,0.505
L04AD02,tacrolimus,Headache,0.2446409177777777
L04AD02,tacrolimus,Deafness neurosensory,0.0005
L04AD02,tacrolimus,Cardiac arrest,0.003
L04AD02,tacrolimus,Cardiac disorder,0.0005
L04AD02,tacrolimus,Cardiac failure,0.0055
L04AD02,tacrolimus,Hemiparesis,0.0005
L04AD02,tacrolimus,Hemiplegia,0.008
L04AD02,tacrolimus,Haemolytic uraemic syndrome,0.003
L04AD02,tacrolimus,Haemorrhage,0.25525
L04AD02,tacrolimus,Haemoglobin,0.25525
L04AD02,tacrolimus,Venoocclusive liver disease,0.0005
L04AD02,tacrolimus,Hepatitis,0.505
L04AD02,tacrolimus,Oral herpes,0.505
L04AD02,tacrolimus,Herpes simplex,0.0949999999999999
L04AD02,tacrolimus,Herpes zoster,0.0183333333333333
L04AD02,tacrolimus,Herpes virus infection,0.505
L04AD02,tacrolimus,Hirsutism,0.0005
L04AD02,tacrolimus,Hypercholesterolaemia,0.5375
L04AD02,tacrolimus,Hyperaesthesia,0.13375
L04AD02,tacrolimus,Hyperglycaemia,0.2374355909090909
L04AD02,tacrolimus,Hyperkalaemia,0.2582155217391304
L04AD02,tacrolimus,Hyperlipidaemia,0.2903030259259259
L04AD02,tacrolimus,Hypersensitivity,0.096
L04AD02,tacrolimus,Hypertension,0.3800163695652174
L04AD02,tacrolimus,Hypertriglyceridaemia,0.5936
L04AD02,tacrolimus,Blood triglycerides increased,0.5936
L04AD02,tacrolimus,Hypocalcaemia,0.505
L04AD02,tacrolimus,Hypoglycaemia,0.0055
L04AD02,tacrolimus,Hypokalaemia,0.259375
L04AD02,tacrolimus,Hyponatraemia,0.505
L04AD02,tacrolimus,Hypoproteinaemia,0.0055
L04AD02,tacrolimus,Immune system disorder,0.0005
L04AD02,tacrolimus,Bullous impetigo,0.0005
L04AD02,tacrolimus,Infarction,0.0055
L04AD02,tacrolimus,Inflammation,0.505
L04AD02,tacrolimus,Influenza,0.2241111111111111
L04AD02,tacrolimus,Jaundice,0.3368333333333333
L04AD02,tacrolimus,Arthropathy,0.0055
L04AD02,tacrolimus,Kaposi's varicelliform eruption,0.505
L04AD02,tacrolimus,Nephropathy,5e-05
L04AD02,tacrolimus,Renal failure acute,0.25275
L04AD02,tacrolimus,Muscle spasms,0.505
L04AD02,tacrolimus,Leukocytosis,0.29125
L04AD02,tacrolimus,Progressive multifocal leukoencephalopathy,0.0005
L04AD02,tacrolimus,Leukopenia,0.2149242380952381
L04AD02,tacrolimus,Lung disorder,0.505
L04AD02,tacrolimus,Non-Hodgkin's lymphoma,0.25275
L04AD02,tacrolimus,Lymphoma,0.25275
L04AD02,tacrolimus,X-linked lymphoproliferative syndrome,0.0005
L04AD02,tacrolimus,Lymphoproliferative disorder,0.0005
L04AD02,tacrolimus,Mediastinal disorder,0.0005
L04AD02,tacrolimus,Malignant melanoma,0.0005
L04AD02,tacrolimus,Multi-organ failure,0.003
L04AD02,tacrolimus,Hypertonia,0.0005
L04AD02,tacrolimus,Mutism,0.0005
L04AD02,tacrolimus,Myocardial infarction,0.0005
L04AD02,tacrolimus,Acute coronary syndrome,0.0005
L04AD02,tacrolimus,Nasal congestion,0.505
L04AD02,tacrolimus,Nausea,0.2367672790697674
L04AD02,tacrolimus,Neoplasm,0.0005
L04AD02,tacrolimus,Nervous system disorder,0.254
L04AD02,tacrolimus,Nervousness,0.003
L04AD02,tacrolimus,Neutropenia,0.003
L04AD02,tacrolimus,Nightmare,0.505
L04AD02,tacrolimus,Nystagmus,0.008
L04AD02,tacrolimus,Oliguria,0.229
L04AD02,tacrolimus,Opportunistic infection,0.15
L04AD02,tacrolimus,Osteomyelitis,0.0005
L04AD02,tacrolimus,Otitis media,0.0633333333333333
L04AD02,tacrolimus,Pain,0.289047619047619
L04AD02,tacrolimus,Pain in extremity,0.505
L04AD02,tacrolimus,Palpitations,0.0055
L04AD02,tacrolimus,Pancreatic pseudocyst,0.0005
L04AD02,tacrolimus,Pancreatitis,0.0005
L04AD02,tacrolimus,Pancytopenia,0.003
L04AD02,tacrolimus,Ileus paralytic,0.0055
L04AD02,tacrolimus,Paresis,0.0055
L04AD02,tacrolimus,Paraesthesia,0.13945
L04AD02,tacrolimus,Pericardial effusion,0.0617142857142857
L04AD02,tacrolimus,Tooth abscess,0.0066666666666666
L04AD02,tacrolimus,Neuropathy peripheral,0.505
L04AD02,tacrolimus,Peritonitis,0.0038333333333333
L04AD02,tacrolimus,Pharyngitis,0.1536363636363636
L04AD02,tacrolimus,Pleural effusion,0.367
L04AD02,tacrolimus,Pneumonia,0.0171428571428571
L04AD02,tacrolimus,Pruritus,0.27
L04AD02,tacrolimus,Psychotic disorder,0.0055
L04AD02,tacrolimus,Thrombotic thrombocytopenic purpura,0.0005
L04AD02,tacrolimus,Quadriplegia,0.0005
L04AD02,tacrolimus,Aplasia pure red cell,0.0005
L04AD02,tacrolimus,Renal failure,0.4457857142857143
L04AD02,tacrolimus,Acute respiratory distress syndrome,0.0005
L04AD02,tacrolimus,Rhinitis,0.0342857142857142
L04AD02,tacrolimus,Rosacea,0.25275
L04AD02,tacrolimus,Convulsion,0.3368333333333333
L04AD02,tacrolimus,Sepsis,0.0005
L04AD02,tacrolimus,Shock,0.0038333333333333
L04AD02,tacrolimus,Sinusitis,0.0488888888888888
L04AD02,tacrolimus,Skin disorder,0.06855
L04AD02,tacrolimus,Skin infection,0.114
L04AD02,tacrolimus,Neoplasm skin,0.012
L04AD02,tacrolimus,Speech disorder,0.0005
L04AD02,tacrolimus,Stevens-Johnson syndrome,0.000275
L04AD02,tacrolimus,Erythema multiforme,0.000275
L04AD02,tacrolimus,Gastric ulcer,0.0005
L04AD02,tacrolimus,Stomatitis,0.3368333333333333
L04AD02,tacrolimus,Sunburn,0.012
L04AD02,tacrolimus,Photosensitivity reaction,0.0089375
L04AD02,tacrolimus,Hyperhidrosis,0.505
L04AD02,tacrolimus,Loss of consciousness,0.0005
L04AD02,tacrolimus,Syncope,0.0005
L04AD02,tacrolimus,Tachycardia,0.505
L04AD02,tacrolimus,Thirst,0.0005
L04AD02,tacrolimus,Thrombocytopenia,0.255
L04AD02,tacrolimus,Thrombosis,0.0005
L04AD02,tacrolimus,Tinnitus,0.505
L04AD02,tacrolimus,Tooth disorder,0.012
L04AD02,tacrolimus,Torsade de pointes,0.00241
L04AD02,tacrolimus,Tremor,0.2862250882352941
L04AD02,tacrolimus,Ulcer,0.25275
L04AD02,tacrolimus,Erythema,0.142
L04AD02,tacrolimus,Urinary tract infection,0.1763653805555555
L04AD02,tacrolimus,Micturition disorder,0.0005
L04AD02,tacrolimus,Urethral disorder,0.0005
L04AD02,tacrolimus,Urinary tract disorder,0.0005
L04AD02,tacrolimus,Urticaria,0.0300714285714285
L04AD02,tacrolimus,Uterine haemorrhage,0.0055
L04AD02,tacrolimus,Angiopathy,0.505
L04AD02,tacrolimus,Ventricular fibrillation,0.0005
L04AD02,tacrolimus,Vomiting,0.1547091111111111
L04AD02,tacrolimus,Weight increased,0.505
L04AD02,tacrolimus,Weight decreased,0.003
L04AD02,tacrolimus,Encephalopathy,0.012
L04AD02,tacrolimus,Hepatic failure,0.0002
L04AD02,tacrolimus,Ventricular arrhythmia,0.0055
L04AD02,tacrolimus,Paralysis flaccid,0.00225
L04AD02,tacrolimus,Burning sensation,0.505
L04AD02,tacrolimus,Stupor,0.002
L04AD02,tacrolimus,Depressed level of consciousness,0.002
L04AD02,tacrolimus,Photophobia,0.25275
L04AD02,tacrolimus,Rash pustular,0.0360869565217391
L04AD02,tacrolimus,Oedema peripheral,0.1961799117647059
L04AD02,tacrolimus,Hyperphosphataemia,0.0055
L04AD02,tacrolimus,Hypophosphataemia,0.295796275
L04AD02,tacrolimus,Cystitis haemorrhagic,0.000275
L04AD02,tacrolimus,Cataract,0.0055
L04AD02,tacrolimus,Mouth ulceration,0.0005
L04AD02,tacrolimus,Alcohol intolerance,0.0805555555555555
L04AD02,tacrolimus,Amylase increased,0.0021666666666666
L04AD02,tacrolimus,Blood urea increased,0.1825
L04AD02,tacrolimus,Blood creatinine increased,0.2652838461538461
L04AD02,tacrolimus,Ventricular extrasystoles,0.0005
L04AD02,tacrolimus,Gastrointestinal perforation,0.0005
L04AD02,tacrolimus,Hypomagnesaemia,0.2664727259259259
L04AD02,tacrolimus,Injury,0.0686923076923076
L04AD02,tacrolimus,Myocardial ischaemia,0.0005
L04AD02,tacrolimus,Renal impairment,0.3777058823529412
L04AD02,tacrolimus,Hepatocellular injury,0.25275
L04AD02,tacrolimus,Liver injury,0.25275
L04AD02,tacrolimus,Liver function test abnormal,0.55
L04AD02,tacrolimus,Hepatic necrosis,0.0005
L04AD02,tacrolimus,Drug ineffective,0.0325
L04AD02,tacrolimus,Blood alkaline phosphatase increased,0.505
L04AD02,tacrolimus,Electrocardiogram QT prolonged,5e-05
L04AD02,tacrolimus,Dermatitis bullous,0.0185714285714285
L04AD02,tacrolimus,Dry skin,0.024
L04AD02,tacrolimus,Skin irritation,0.505
L04AD02,tacrolimus,Blindness cortical,0.0005
L04AD02,tacrolimus,Interstitial lung disease,0.0005
L04AD02,tacrolimus,Metabolic acidosis,0.505
L04AD02,tacrolimus,Discomfort,0.505
L04AD02,tacrolimus,Myalgia,0.0129285714285714
L04AD02,tacrolimus,Chest discomfort,0.003
L04AD02,tacrolimus,Disorientation,0.505
L04AD02,tacrolimus,Altered state of consciousness,0.505
L04AD02,tacrolimus,Application site oedema,0.0005
L04AD02,tacrolimus,Hepatotoxicity,0.0005
L04AD02,tacrolimus,Fat tissue increased,5e-05
L04AD02,tacrolimus,Lung infiltration,0.0005
L04AD02,tacrolimus,Ventricular dysfunction,0.0005
L04AD02,tacrolimus,Pancreatitis acute,0.0055
L04AD02,tacrolimus,Netherton's syndrome,0.0005
L04AD02,tacrolimus,Hepatobiliary disease,0.0005
L04AD02,tacrolimus,Bile duct stenosis,0.00035
