,DrugBank_id,Drug_ATC,Drug_name,Tipo,Gene_name,Accion,Prioridad
441062,DB11077,,Polyethylene glycol 400,target,HTATIP2,,1.0
441063,DB11079,,Trolamine salicylate,target,PTGS1,inhibitor,1.0
441064,DB11079,,Trolamine salicylate,target,PTGS2,inhibitor,1.0
441065,DB11081,D10AX01,Aluminum chloride,target,GLUD1,inactivator,1.0
441066,DB11085,D10AX02,Resorcinol,target,TPO,inhibitor,1.0
441067,DB11085,S01AX06,Resorcinol,target,TPO,inhibitor,1.0
441068,DB11085,D10AX02,Resorcinol,target,PTGS1,inhibitor,1.0
441069,DB11085,S01AX06,Resorcinol,target,PTGS1,inhibitor,1.0
441070,DB11085,D10AX02,Resorcinol,target,CA14,inhibitor,1.0
441071,DB11085,S01AX06,Resorcinol,target,CA14,inhibitor,1.0
441072,DB11085,D10AX02,Resorcinol,target,CA2,inhibitor,1.0
441073,DB11085,S01AX06,Resorcinol,target,CA2,inhibitor,1.0
441074,DB11085,D10AX02,Resorcinol,target,CA12,inhibitor,1.0
441075,DB11085,S01AX06,Resorcinol,target,CA12,inhibitor,1.0
441076,DB11087,,Pyrethrum extract,target,NR1I2,,1.0
441077,DB11090,,Potassium nitrate,target,KCNH2,agonist,1.0
441078,DB11091,D08AX01,Hydrogen peroxide,target,PTPN1,inhibitor,1.0
441079,DB11091,S02AA06,Hydrogen peroxide,target,PTPN1,inhibitor,1.0
441080,DB11091,D11AX25,Hydrogen peroxide,target,PTPN1,inhibitor,1.0
441081,DB11091,A01AB02,Hydrogen peroxide,target,PTPN1,inhibitor,1.0
441082,DB11093,A12AA13,Calcium citrate,target,CASR,agonist,1.0
441083,DB11093,A11GB01,Calcium citrate,target,CASR,agonist,1.0
441084,DB11093,A12AA13,Calcium citrate,target,CALR,ligand,1.0
441085,DB11093,A11GB01,Calcium citrate,target,CALR,ligand,1.0
441086,DB11093,A12AA13,Calcium citrate,target,CIB1,ligand,1.0
441087,DB11093,A11GB01,Calcium citrate,target,CIB1,ligand,1.0
441088,DB11093,A12AA13,Calcium citrate,target,PDCD6,agonist,1.0
441089,DB11093,A11GB01,Calcium citrate,target,PDCD6,agonist,1.0
441090,DB11093,A12AA13,Calcium citrate,target,SRI,ligand,1.0
441091,DB11093,A11GB01,Calcium citrate,target,SRI,ligand,1.0
441092,DB11093,A12AA13,Calcium citrate,target,CHP1,agonist,1.0
441093,DB11093,A11GB01,Calcium citrate,target,CHP1,agonist,1.0
441094,DB11093,A12AA13,Calcium citrate,target,SPARC,ligand,1.0
441095,DB11093,A11GB01,Calcium citrate,target,SPARC,ligand,1.0
441096,DB11093,A12AA13,Calcium citrate,target,CANX,ligand,1.0
441097,DB11093,A11GB01,Calcium citrate,target,CANX,ligand,1.0
441098,DB11093,A12AA13,Calcium citrate,target,FBN2,ligand,1.0
441099,DB11093,A11GB01,Calcium citrate,target,FBN2,ligand,1.0
441100,DB11093,A12AA13,Calcium citrate,target,S100B,ligand,1.0
441101,DB11093,A11GB01,Calcium citrate,target,S100B,ligand,1.0
441102,DB11093,A12AA13,Calcium citrate,target,CASQ2,ligand,1.0
441103,DB11093,A11GB01,Calcium citrate,target,CASQ2,ligand,1.0
441104,DB11093,A12AA13,Calcium citrate,target,RGN,ligand,1.0
441105,DB11093,A11GB01,Calcium citrate,target,RGN,ligand,1.0
441106,DB11093,A12AA13,Calcium citrate,target,PEF1,ligand,1.0
441107,DB11093,A11GB01,Calcium citrate,target,PEF1,ligand,1.0
441108,DB11093,A12AA13,Calcium citrate,target,S100A6,ligand,1.0
441109,DB11093,A11GB01,Calcium citrate,target,S100A6,ligand,1.0
441110,DB11093,A12AA13,Calcium citrate,target,TPT1,ligand,1.0
441111,DB11093,A11GB01,Calcium citrate,target,TPT1,ligand,1.0
441112,DB11093,A12AA13,Calcium citrate,target,CIB2,ligand,1.0
441113,DB11093,A11GB01,Calcium citrate,target,CIB2,ligand,1.0
441114,DB11093,A12AA13,Calcium citrate,target,S100A13,ligand,1.0
441115,DB11093,A11GB01,Calcium citrate,target,S100A13,ligand,1.0
441116,DB11093,A12AA13,Calcium citrate,target,CASQ1,ligand,1.0
441117,DB11093,A11GB01,Calcium citrate,target,CASQ1,ligand,1.0
441118,DB11093,A12AA13,Calcium citrate,target,NUCB1,ligand,1.0
441119,DB11093,A11GB01,Calcium citrate,target,NUCB1,ligand,1.0
441120,DB11093,A12AA13,Calcium citrate,target,NUCB2,ligand,1.0
441121,DB11093,A11GB01,Calcium citrate,target,NUCB2,ligand,1.0
441122,DB11093,A12AA13,Calcium citrate,target,FBN3,ligand,1.0
441123,DB11093,A11GB01,Calcium citrate,target,FBN3,ligand,1.0
441124,DB11093,A12AA13,Calcium citrate,target,GCA,ligand,1.0
441125,DB11093,A11GB01,Calcium citrate,target,GCA,ligand,1.0
441126,DB11093,A12AA13,Calcium citrate,target,CADPS,agonist,1.0
441127,DB11093,A11GB01,Calcium citrate,target,CADPS,agonist,1.0
441128,DB11093,A12AA13,Calcium citrate,target,CALM2,agonist,1.0
441129,DB11093,A11GB01,Calcium citrate,target,CALM2,agonist,1.0
441130,DB11093,A12AA13,Calcium citrate,target,CALM3,agonist,1.0
441131,DB11093,A11GB01,Calcium citrate,target,CALM3,agonist,1.0
441132,DB11093,A12AA13,Calcium citrate,target,S100A16,ligand,1.0
441133,DB11093,A11GB01,Calcium citrate,target,S100A16,ligand,1.0
441134,DB11093,A12AA13,Calcium citrate,target,CALB2,ligand,1.0
441135,DB11093,A11GB01,Calcium citrate,target,CALB2,ligand,1.0
441136,DB11093,A12AA13,Calcium citrate,target,CAPS,ligand,1.0
441137,DB11093,A11GB01,Calcium citrate,target,CAPS,ligand,1.0
441138,DB11093,A12AA13,Calcium citrate,target,CADPS2,agonist,1.0
441139,DB11093,A11GB01,Calcium citrate,target,CADPS2,agonist,1.0
441140,DB11093,A12AA13,Calcium citrate,target,CALR3,ligand,1.0
441141,DB11093,A11GB01,Calcium citrate,target,CALR3,ligand,1.0
441142,DB11093,A12AA13,Calcium citrate,target,NRXN1,agonist,1.0
441143,DB11093,A11GB01,Calcium citrate,target,NRXN1,agonist,1.0
441144,DB11093,A12AA13,Calcium citrate,target,NCS1,ligand,1.0
441145,DB11093,A11GB01,Calcium citrate,target,NCS1,ligand,1.0
441146,DB11093,A12AA13,Calcium citrate,target,CALM1,agonist,1.0
441147,DB11093,A11GB01,Calcium citrate,target,CALM1,agonist,1.0
441148,DB11094,,Vitamin D,target,VDR,,1.0
441149,DB11094,,Vitamin D,target,GC,,1.0
441150,DB11094,,Vitamin D,enzyme,CYP3A4,substrate,1.0
441151,DB11098,A12BA04,Potassium bicarbonate,target,,neutralizer,1.0
441152,DB11113,A06AB05,Castor oil,target,PTGER3,agonist|activator,1.0
441153,DB11113,A06AB05,Castor oil,target,PTGER4,agonist,1.0
441154,DB11117,D01AE04,Undecylenic acid,target,CAPN1,other/unknown,1.0
441155,DB11117,D01AE54,Undecylenic acid,target,CAPN1,other/unknown,1.0
441156,DB11120,,Turpentine,target,MAPK1,,1.0
441157,DB11124,,Racepinephrine,target,ADRA1A,agonist,1.0
441158,DB11124,,Racepinephrine,target,ADRA1B,agonist,1.0
441159,DB11124,,Racepinephrine,target,ADRA2A,agonist,1.0
441160,DB11124,,Racepinephrine,target,ADRA2B,agonist,1.0
441161,DB11124,,Racepinephrine,target,ADRA2C,agonist,1.0
441162,DB11124,,Racepinephrine,target,ADRA1D,antagonist,1.0
441163,DB11124,,Racepinephrine,target,ADRB1,agonist,1.0
441164,DB11124,,Racepinephrine,target,ADRB2,agonist,1.0
441165,DB11124,,Racepinephrine,target,ADRB3,agonist,1.0
441166,DB11130,A07DA02,Opium,target,OPRD1,agonist,0.0
441167,DB11130,N02AA02,Opium,target,OPRD1,agonist,0.0
441168,DB11130,A07DA02,Opium,target,OPRK1,agonist,0.0
441169,DB11130,N02AA02,Opium,target,OPRK1,agonist,0.0
441170,DB11130,A07DA02,Opium,target,OPRM1,agonist,0.0
441171,DB11130,N02AA02,Opium,target,OPRM1,agonist,0.0
441172,DB11130,A07DA02,Opium,enzyme,CYP2D6,substrate,0.0
441173,DB11130,N02AA02,Opium,enzyme,CYP2D6,substrate,0.0
441174,DB11130,A07DA02,Opium,enzyme,CYP3A4,substrate,0.0
441175,DB11130,N02AA02,Opium,enzyme,CYP3A4,substrate,0.0
441176,DB11131,,Capsicum oleoresin,target,TRPV1,agonist|activator,1.0
441177,DB11132,,Silicon dioxide,target,MARCO,,1.0
441178,DB11133,A05BA10,Omega-3 fatty acids,target,PPARG,ligand,1.0
441179,DB11133,A05BA10,Omega-3 fatty acids,target,PPARA,activator,1.0
441180,DB11133,A05BA10,Omega-3 fatty acids,target,SREBF1,inhibitor,1.0
441181,DB11136,,Chromium,target,CYB5A,substrate,1.0
441182,DB11145,R02AA14,Oxyquinoline,target,METAP2,inhibitor,1.0
441183,DB11145,A01AB07,Oxyquinoline,target,METAP2,inhibitor,1.0
441184,DB11145,D08AH03,Oxyquinoline,target,METAP2,inhibitor,1.0
441185,DB11145,G01AC30,Oxyquinoline,target,METAP2,inhibitor,1.0
441186,DB11148,,Butamben,target,CACNG1,inhibitor,1.0
441187,DB11148,,Butamben,target,KCNJ1,antagonist,1.0
441188,DB11148,,Butamben,target,TRPA1,inhibitor,1.0
441189,DB11148,,Butamben,target,TRPV4,inhibitor,1.0
441190,DB11155,,Triclocarban,target,fabI,antagonist,1.0
441191,DB11156,P02CC01,Pyrantel,target,GPR35,,1.0
441192,DB11156,P02CC01,Pyrantel,target,CHRM1,antagonist|agonist,1.0
441193,DB11157,D05AC01,Anthralin,target,KRT2,antagonist,1.0
441194,DB11157,D05AC51,Anthralin,target,KRT2,antagonist,1.0
441195,DB11157,D05AC01,Anthralin,target,KRT12,antagonist,1.0
441196,DB11157,D05AC51,Anthralin,target,KRT12,antagonist,1.0
441197,DB11157,D05AC01,Anthralin,target,MAPK8IP1,agonist,1.0
441198,DB11157,D05AC51,Anthralin,target,MAPK8IP1,agonist,1.0
441199,DB11160,,Phenyltoloxamine,target,Hrh1,inverse agonist,1.0
441200,DB11160,,Phenyltoloxamine,target,DRD5,inhibitor,1.0
441201,DB11160,,Phenyltoloxamine,target,DRD2,inhibitor,1.0
441202,DB11160,,Phenyltoloxamine,target,DRD4,inhibitor,1.0
441203,DB11160,,Phenyltoloxamine,target,DRD1,inhibitor,1.0
441204,DB11166,,Antithrombin Alfa,target,F2,inhibitor,1.0
441205,DB11166,,Antithrombin Alfa,target,F10,inhibitor,1.0
441206,DB11181,S01FA05,Homatropine,target,CHRM1,antagonist,1.0
441207,DB11181,S01FA05,Homatropine,target,CHRM2,antagonist,1.0
441208,DB11181,S01FA05,Homatropine,target,CHRM3,antagonist,1.0
441209,DB11181,S01FA05,Homatropine,target,CHRM4,antagonist,1.0
441210,DB11181,S01FA05,Homatropine,target,CHRM5,antagonist,1.0
441211,DB11185,,Sulisobenzone,target,,protector,1.0
441212,DB11186,R05DB05,Pentoxyverine,target,SIGMAR1,agonist,1.0
441213,DB11186,R05DB05,Pentoxyverine,target,KCNH2,inhibitor,1.0
441214,DB11186,R05DB05,Pentoxyverine,target,SCN1A,inhibitor,1.0
441215,DB11186,R05DB05,Pentoxyverine,target,OPRK1,agonist,1.0
441216,DB11186,R05DB05,Pentoxyverine,target,OPRM1,antagonist,1.0
441217,DB11193,,Papain,target,TLR4,activator,1.0
441218,DB11195,,Xylitol,target,xylA,,1.0
441222,DB11195,,Xylitol,target,,,1.0
441223,DB11198,A03AX15,Peppermint oil,enzyme,CYP1A2,inhibitor,0.0
441224,DB11198,A03AX15,Peppermint oil,enzyme,CYP3A4,inhibitor,0.0
441225,DB11200,,Aluminum zirconium octachlorohydrex gly,target,,antagonist,1.0
441226,DB11201,,Menthyl salicylate,target,PTGS1,antagonist,1.0
441227,DB11201,,Menthyl salicylate,target,PTGS2,antagonist,1.0
441228,DB11217,,Arbutin,target,TYR,inhibitor,1.0
441229,DB11219,,Enzacamene,target,PGR,antagonist,1.0
441230,DB11219,,Enzacamene,target,AR,antagonist,1.0
441231,DB11219,,Enzacamene,target,ESR2,,1.0
441232,DB11219,,Enzacamene,target,ESR1,,1.0
441233,DB11221,,Dioxybenzone,target,SHBG,binder,1.0
441234,DB11235,D04AA01,Thonzylamine,target,HRH1,antagonist,1.0
441235,DB11235,R06AC06,Thonzylamine,target,HRH1,antagonist,1.0
441236,DB11235,R01AC06,Thonzylamine,target,HRH1,antagonist,1.0
441237,DB11235,D04AA01,Thonzylamine,target,CHRM1,antagonist,1.0
441238,DB11235,R06AC06,Thonzylamine,target,CHRM1,antagonist,1.0
441239,DB11235,R01AC06,Thonzylamine,target,CHRM1,antagonist,1.0
441240,DB11235,D04AA01,Thonzylamine,target,CHRM2,antagonist,1.0
441241,DB11235,R06AC06,Thonzylamine,target,CHRM2,antagonist,1.0
441242,DB11235,R01AC06,Thonzylamine,target,CHRM2,antagonist,1.0
441243,DB11235,D04AA01,Thonzylamine,target,CHRM3,antagonist,1.0
441244,DB11235,R06AC06,Thonzylamine,target,CHRM3,antagonist,1.0
441245,DB11235,R01AC06,Thonzylamine,target,CHRM3,antagonist,1.0
441246,DB11235,D04AA01,Thonzylamine,target,CHRM4,antagonist,1.0
441247,DB11235,R06AC06,Thonzylamine,target,CHRM4,antagonist,1.0
441248,DB11235,R01AC06,Thonzylamine,target,CHRM4,antagonist,1.0
441249,DB11235,D04AA01,Thonzylamine,target,CHRM5,antagonist,1.0
441250,DB11235,R06AC06,Thonzylamine,target,CHRM5,antagonist,1.0
441251,DB11235,R01AC06,Thonzylamine,target,CHRM5,antagonist,1.0
441252,DB11251,A11HA03,Tocopherol,target,,binder,1.0
441253,DB11251,A11HA03,Tocopherol,enzyme,CYP3A4,substrate,1.0
441254,DB11254,R02AA12,Hexylresorcinol,target,TYR,inhibitor,1.0
441255,DB11254,R02AA12,Hexylresorcinol,target,TOP1,inhibitor,1.0
441256,DB11254,R02AA12,Hexylresorcinol,target,TGM2,inhibitor,1.0
441257,DB11259,,Diosmetin,target,STAT3,inhibitor,1.0
441258,DB11259,,Diosmetin,target,CYP1B1,inhibitor,1.0
441259,DB11263,,Polydatin,target,PKM,inhibitor,1.0
441260,DB11268,,Protocatechualdehyde,target,MAOB,inhibitor,1.0
441261,DB11273,,Dihydroergocornine,target,HTR1A,antagonist|agonist,1.0
441262,DB11273,,Dihydroergocornine,target,ADRB1,antagonist|agonist,1.0
441263,DB11273,,Dihydroergocornine,target,ADRA1A,antagonist|agonist,1.0
441264,DB11273,,Dihydroergocornine,enzyme,CYP3A4,substrate,1.0
441265,DB11274,,Dihydro-alpha-ergocryptine,target,HTR7,antagonist,1.0
441266,DB11274,,Dihydro-alpha-ergocryptine,target,HTR2B,agonist,1.0
441267,DB11274,,Dihydro-alpha-ergocryptine,target,DRD2,agonist,1.0
441268,DB11274,,Dihydro-alpha-ergocryptine,target,DRD1,partial agonist,1.0
441269,DB11274,,Dihydro-alpha-ergocryptine,target,DRD3,partial agonist,1.0
441270,DB11274,,Dihydro-alpha-ergocryptine,enzyme,CYP3A4,substrate,1.0
441271,DB11275,,Epicriptine,target,DRD1,agonist,1.0
441272,DB11278,,DL-Methylephedrine,target,ADRB1,agonist,1.0
441273,DB11278,,DL-Methylephedrine,target,ADRA2A,agonist,1.0
441274,DB11278,,DL-Methylephedrine,target,ADRA1A,agonist,1.0
441276,DB11288,,Borneol,target,TRPV3,activator,1.0
441277,DB11294,,Coccidioides immitis spherule,target,HLA-DRA,binder,1.0
441278,DB11294,,Coccidioides immitis spherule,target,HLA-A,,1.0
441279,DB11294,,Coccidioides immitis spherule,target,HLA-B,,1.0
441280,DB11300,B02BC06,Thrombin,target,F11,activator,1.0
441281,DB11300,B02BD30,Thrombin,target,F11,activator,1.0
441282,DB11300,B02BC06,Thrombin,target,F13A1,activator,1.0
441283,DB11300,B02BD30,Thrombin,target,F13A1,activator,1.0
441284,DB11300,B02BC06,Thrombin,target,F13B,activator,1.0
441285,DB11300,B02BD30,Thrombin,target,F13B,activator,1.0
441286,DB11300,B02BC06,Thrombin,target,FGA,activator,1.0
441287,DB11300,B02BD30,Thrombin,target,FGA,activator,1.0
441288,DB11300,B02BC06,Thrombin,target,FGB,activator,1.0
441289,DB11300,B02BD30,Thrombin,target,FGB,activator,1.0
441290,DB11300,B02BC06,Thrombin,target,FGG,activator,1.0
441291,DB11300,B02BD30,Thrombin,target,FGG,activator,1.0
441292,DB11300,B02BC06,Thrombin,target,F5,activator,1.0
441293,DB11300,B02BD30,Thrombin,target,F5,activator,1.0
441294,DB11300,B02BC06,Thrombin,target,F8,activator,1.0
441295,DB11300,B02BD30,Thrombin,target,F8,activator,1.0
441296,DB11300,B02BC06,Thrombin,target,F2R,activator,1.0
441297,DB11300,B02BD30,Thrombin,target,F2R,activator,1.0
441298,DB11300,B02BC06,Thrombin,target,F2RL3,activator,1.0
441299,DB11300,B02BD30,Thrombin,target,F2RL3,activator,1.0
441300,DB11311,,Prothrombin,target,FGA,cleavage,1.0
441301,DB11311,,Prothrombin,target,FGB,cleavage,1.0
441302,DB11311,,Prothrombin,target,F13A1,agonist,1.0
441303,DB11311,,Prothrombin,target,CPB2,agonist,1.0
441304,DB11312,B01AD12,Protein C,target,F5,inactivator,1.0
441305,DB11312,B01AD12,Protein C,target,F8,inactivator,1.0
441306,DB11315,A03CB01,Methscopolamine,target,CHRM3,antagonist,1.0
441307,DB11315,S01FA03,Methscopolamine,target,CHRM3,antagonist,1.0
441308,DB11315,A03BB03,Methscopolamine,target,CHRM3,antagonist,1.0
441309,DB11315,A03CB01,Methscopolamine,target,CHRM2,antagonist,1.0
441310,DB11315,S01FA03,Methscopolamine,target,CHRM2,antagonist,1.0
441311,DB11315,A03BB03,Methscopolamine,target,CHRM2,antagonist,1.0
441312,DB11323,,Glycol salicylate,target,PTGS1,antagonist,1.0
441313,DB11323,,Glycol salicylate,target,PTGS2,antagonist,1.0
441314,DB11324,,Nonivamide,target,TRPV1,agonist,1.0
441315,DB11327,,Dipyrithione,target,NOS2,antagonist,1.0
441316,DB11327,,Dipyrithione,target,PTGS2,inhibitor,1.0
441317,DB11328,,Tetradecyl hydrogen sulfate (ester),target,PROCR,antagonist,1.0
441318,DB11332,,Sinapultide,target,,agonist,1.0
441319,DB11338,,Clove oil,target,VCAM1,antagonist,1.0
441320,DB11338,,Clove oil,target,CXCL10,,1.0
441321,DB11338,,Clove oil,target,COL1A1,,1.0
441322,DB11338,,Clove oil,target,CSF2RA,,1.0
441323,DB11345,,(S)-camphor,target,TRPV1,agonist|activator,1.0
441324,DB11345,,(S)-camphor,target,TRPV3,agonist|activator,1.0
441325,DB11345,,(S)-camphor,target,TRPA1,inhibitor,1.0
441326,DB11345,,(S)-camphor,target,TRPM8,activator,1.0
441327,DB11348,A12AA01,Calcium Phosphate,target,CASR,agonist,1.0
441328,DB11348,A11GB01,Calcium Phosphate,target,CASR,agonist,1.0
441329,DB11348,A12AA01,Calcium Phosphate,target,CALR,ligand,1.0
441330,DB11348,A11GB01,Calcium Phosphate,target,CALR,ligand,1.0
441331,DB11348,A12AA01,Calcium Phosphate,target,CIB1,ligand,1.0
441332,DB11348,A11GB01,Calcium Phosphate,target,CIB1,ligand,1.0
441333,DB11348,A12AA01,Calcium Phosphate,target,PDCD6,agonist,1.0
441334,DB11348,A11GB01,Calcium Phosphate,target,PDCD6,agonist,1.0
441335,DB11348,A12AA01,Calcium Phosphate,target,SRI,ligand,1.0
441336,DB11348,A11GB01,Calcium Phosphate,target,SRI,ligand,1.0
441337,DB11348,A12AA01,Calcium Phosphate,target,CHP1,agonist,1.0
441338,DB11348,A11GB01,Calcium Phosphate,target,CHP1,agonist,1.0
441339,DB11348,A12AA01,Calcium Phosphate,target,SPARC,ligand,1.0
441340,DB11348,A11GB01,Calcium Phosphate,target,SPARC,ligand,1.0
441341,DB11348,A12AA01,Calcium Phosphate,target,CANX,ligand,1.0
441342,DB11348,A11GB01,Calcium Phosphate,target,CANX,ligand,1.0
441343,DB11348,A12AA01,Calcium Phosphate,target,FBN2,ligand,1.0
441344,DB11348,A11GB01,Calcium Phosphate,target,FBN2,ligand,1.0
441345,DB11348,A12AA01,Calcium Phosphate,target,S100B,ligand,1.0
441346,DB11348,A11GB01,Calcium Phosphate,target,S100B,ligand,1.0
441347,DB11348,A12AA01,Calcium Phosphate,target,CASQ2,ligand,1.0
441348,DB11348,A11GB01,Calcium Phosphate,target,CASQ2,ligand,1.0
441349,DB11348,A12AA01,Calcium Phosphate,target,RGN,ligand,1.0
441350,DB11348,A11GB01,Calcium Phosphate,target,RGN,ligand,1.0
441351,DB11348,A12AA01,Calcium Phosphate,target,PEF1,ligand,1.0
441352,DB11348,A11GB01,Calcium Phosphate,target,PEF1,ligand,1.0
441353,DB11348,A12AA01,Calcium Phosphate,target,S100A6,ligand,1.0
441354,DB11348,A11GB01,Calcium Phosphate,target,S100A6,ligand,1.0
441355,DB11348,A12AA01,Calcium Phosphate,target,TPT1,ligand,1.0
441356,DB11348,A11GB01,Calcium Phosphate,target,TPT1,ligand,1.0
441357,DB11348,A12AA01,Calcium Phosphate,target,CIB2,ligand,1.0
441358,DB11348,A11GB01,Calcium Phosphate,target,CIB2,ligand,1.0
441359,DB11348,A12AA01,Calcium Phosphate,target,S100A13,ligand,1.0
441360,DB11348,A11GB01,Calcium Phosphate,target,S100A13,ligand,1.0
441361,DB11348,A12AA01,Calcium Phosphate,target,CASQ1,ligand,1.0
441362,DB11348,A11GB01,Calcium Phosphate,target,CASQ1,ligand,1.0
441363,DB11348,A12AA01,Calcium Phosphate,target,NUCB1,ligand,1.0
441364,DB11348,A11GB01,Calcium Phosphate,target,NUCB1,ligand,1.0
441365,DB11348,A12AA01,Calcium Phosphate,target,NUCB2,ligand,1.0
441366,DB11348,A11GB01,Calcium Phosphate,target,NUCB2,ligand,1.0
441367,DB11348,A12AA01,Calcium Phosphate,target,FBN3,ligand,1.0
441368,DB11348,A11GB01,Calcium Phosphate,target,FBN3,ligand,1.0
441369,DB11348,A12AA01,Calcium Phosphate,target,GCA,ligand,1.0
441370,DB11348,A11GB01,Calcium Phosphate,target,GCA,ligand,1.0
441371,DB11348,A12AA01,Calcium Phosphate,target,CADPS,agonist,1.0
441372,DB11348,A11GB01,Calcium Phosphate,target,CADPS,agonist,1.0
441373,DB11348,A12AA01,Calcium Phosphate,target,CALM2,agonist,1.0
441374,DB11348,A11GB01,Calcium Phosphate,target,CALM2,agonist,1.0
441375,DB11348,A12AA01,Calcium Phosphate,target,CALM3,agonist,1.0
441376,DB11348,A11GB01,Calcium Phosphate,target,CALM3,agonist,1.0
441377,DB11348,A12AA01,Calcium Phosphate,target,S100A16,ligand,1.0
441378,DB11348,A11GB01,Calcium Phosphate,target,S100A16,ligand,1.0
441379,DB11348,A12AA01,Calcium Phosphate,target,CALB2,ligand,1.0
441380,DB11348,A11GB01,Calcium Phosphate,target,CALB2,ligand,1.0
441381,DB11348,A12AA01,Calcium Phosphate,target,CAPS,ligand,1.0
441382,DB11348,A11GB01,Calcium Phosphate,target,CAPS,ligand,1.0
441383,DB11348,A12AA01,Calcium Phosphate,target,CADPS2,agonist,1.0
441384,DB11348,A11GB01,Calcium Phosphate,target,CADPS2,agonist,1.0
441385,DB11348,A12AA01,Calcium Phosphate,target,CALR3,ligand,1.0
441386,DB11348,A11GB01,Calcium Phosphate,target,CALR3,ligand,1.0
441387,DB11348,A12AA01,Calcium Phosphate,target,NRXN1,agonist,1.0
441388,DB11348,A11GB01,Calcium Phosphate,target,NRXN1,agonist,1.0
441389,DB11348,A12AA01,Calcium Phosphate,target,NCS1,ligand,1.0
441390,DB11348,A11GB01,Calcium Phosphate,target,NCS1,ligand,1.0
441391,DB11348,A12AA01,Calcium Phosphate,target,CALM1,agonist,1.0
441392,DB11348,A11GB01,Calcium Phosphate,target,CALM1,agonist,1.0
441393,DB11359,,Guaiacol,target,ALB,,1.0
441394,DB11359,,Guaiacol,target,CA2,inhibitor,1.0
441395,DB11362,B01AC27,Selexipag,target,PTGIR,agonist,1.0
441396,DB11362,B01AC27,Selexipag,enzyme,CYP3A4,substrate,1.0
441397,DB11363,L01ED03,Alectinib,target,ALK,inhibitor,1.0
441398,DB11365,A06AB56,Sennosides,target,AQP3,inhibitor,1.0
441399,DB11365,A06AB06,Sennosides,target,AQP3,inhibitor,1.0
441400,DB11365,A06AB56,Sennosides,target,pol,inhibitor,1.0
441401,DB11365,A06AB06,Sennosides,target,pol,inhibitor,1.0
441402,DB11366,L03AX02,Roquinimex,target,IL2,modulator,1.0
441403,DB11367,J01DB11,Cefroxadine,target,mrcB,inhibitor,1.0
441404,DB11376,,Azaperone,target,DRD2,inhibitor,1.0
441405,DB11376,,Azaperone,target,DRD3,inhibitor,1.0
441406,DB11383,,Carbomycin,enzyme,CYP3A4,inhibitor,1.0
441407,DB11386,A04AD54,Chlorobutanol,target,KCNH2,,1.0
441408,DB11386,A04AD04,Chlorobutanol,target,KCNH2,,1.0
441409,DB11393,,Danofloxacin,target,gyrB,modulator,1.0
441410,DB11393,,Danofloxacin,target,gyrA,modulator,1.0
441411,DB11397,,Dichlorvos,target,TF,,1.0
441412,DB11397,,Dichlorvos,target,BCHE,,1.0
441413,DB11399,,Dirlotapide,target,MTTP,inhibitor,1.0
441414,DB11400,,Doramectin,enzyme,CYP3A4,inhibitor,1.0
441415,DB11404,,Enrofloxacin,enzyme,CYP1A2,inhibitor,1.0
441416,DB11405,,Eprinomectin,enzyme,CYP3A4,inhibitor,1.0
441417,DB11421,,Imidacloprid,target,CHRFAM7A,,1.0
441418,DB11425,,Luprostiol,target,AR,inhibitor,1.0
441419,DB11428,,Medetomidine,target,ADRA2C,inhibitor,1.0
441420,DB11428,,Medetomidine,target,ADRA1A,inhibitor,1.0
441421,DB11428,,Medetomidine,target,ADRA2B,inhibitor,1.0
441422,DB11428,,Medetomidine,target,ADRA1D,inhibitor,1.0
441423,DB11428,,Medetomidine,target,ADRA1B,inhibitor,1.0
441424,DB11428,,Medetomidine,target,ADRA2A,inhibitor,1.0
441425,DB11429,,Mibolerone,target,AR,agonist,1.0
441426,DB11431,P02CX03,Moxidectin,target,GluClX,binder,1.0
441427,DB11431,P02CX03,Moxidectin,target,,binder,1.0
441429,DB11442,J01RA08,Oleandomycin,enzyme,CYP3A4,inhibitor,1.0
441430,DB11442,J01FA05,Oleandomycin,enzyme,CYP3A4,inhibitor,1.0
441431,DB11443,,Orbifloxacin,enzyme,CYP1A2,inhibitor,1.0
441432,DB11447,,Phenothiazine,target,AR,,1.0
441433,DB11450,,Pimobendan,enzyme,CYP1A2,substrate,1.0
441434,DB11455,,Robenacoxib,target,PTGS2,inhibitor,1.0
441435,DB11459,,Selamectin,enzyme,CYP3A4,inhibitor,1.0
441436,DB11466,,Tepoxalin,target,ALOX5,inhibitor,1.0
441437,DB11466,,Tepoxalin,target,IL4,inhibitor,1.0
441438,DB11470,,Tildipirosin,enzyme,CYP3A4,inhibitor,1.0
441439,DB11477,,Xylazine,target,ADRA2A,agonist,1.0
441440,DB11477,,Xylazine,target,ADRA2C,agonist,1.0
441441,DB11477,,Xylazine,target,ADRA2B,agonist,1.0
441442,DB11478,,Zeranol,target,ESR1,,1.0
441443,DB11478,,Zeranol,target,SHBG,,1.0
441444,DB11487,,Dexamethasone isonicotinate,enzyme,CYP3A4,substrate|inhibitor|inducer,0.0
441445,DB11487,,Dexamethasone isonicotinate,enzyme,CYP3A5,inducer,0.0
441446,DB11490,V03AB02,Nalorphine,target,OPRK1,agonist,1.0
441447,DB11491,,Sarafloxacin,enzyme,CYP1A2,inhibitor,1.0
