flat,drug_name,side_effect_se,freq_mean_y
CID100005735,zopiclone,Flat affect,0.0055
CID100005735,zopiclone,Mood swings,0.0055
CID100005735,zopiclone,Affect lability,0.0055
CID100005735,zopiclone,Photophobia,0.0005
CID100005735,zopiclone,Oedema peripheral,0.505
CID100005735,zopiclone,Breast engorgement,0.0055
CID100005735,zopiclone,Hypokinesia,0.0005
CID100005735,zopiclone,Migraine,0.505
CID100005735,zopiclone,Musculoskeletal stiffness,0.0055
CID100005735,zopiclone,Nuchal rigidity,0.0055
CID100005735,zopiclone,Tongue oedema,0.0005
CID100005735,zopiclone,Tongue disorder,0.0005
CID100005735,zopiclone,Injury,0.013333333333333334
CID100005735,zopiclone,Galactorrhoea,0.0055
CID100005735,zopiclone,Hepatocellular injury,0.0005
CID100005735,zopiclone,Liver injury,0.0005
CID100005735,zopiclone,Dermatitis bullous,0.0005
CID100005735,zopiclone,Rash pustular,0.0005
CID100005735,zopiclone,Hyporeflexia,0.0055
CID100005735,zopiclone,Skin discolouration,0.0055
CID100005735,zopiclone,Dry skin,0.0055
CID100005735,zopiclone,Discomfort,0.0055
CID100005735,zopiclone,Ill-defined disorder,0.0055
CID100005735,zopiclone,Muscle twitching,0.0055
CID100005735,zopiclone,Abnormal dreams,0.013333333333333334
CID100005735,zopiclone,Parosmia,0.0005
CID100005735,zopiclone,Rectal haemorrhage,0.0005
CID100005735,zopiclone,Dry eye,0.0055
CID100005735,zopiclone,Photosensitivity reaction,0.0055
CID100005735,zopiclone,Rash maculo-papular,0.0005
CID100005735,zopiclone,Lymphadenopathy,0.0055
CID100005735,zopiclone,Face oedema,0.0055
CID100005735,zopiclone,Renal pain,0.0055
CID100005735,zopiclone,Gait disturbance,0.0005
CID100005735,zopiclone,Insomnia,0.0055
CID100005735,zopiclone,Breast neoplasm,0.0055
CID100005735,zopiclone,Breast enlargement,0.0055
CID100005735,zopiclone,Vaginal haemorrhage,0.0055
CID100005746,mitomycin,Pulmonary oedema,0.65
CID100005771,oxytocin,Dyspnoea,0.0005
CID100005771,oxytocin,Rash,0.0005
CID100005771,oxytocin,Dermatitis,0.0005
CID100005771,oxytocin,Hypotension,0.0005
CID100005771,oxytocin,Nausea,0.505
CID100005771,oxytocin,Shock,0.0005
CID100005771,oxytocin,Vomiting,0.505
CID100005771,oxytocin,Anaphylactic shock,0.0005
CID100005771,oxytocin,Anaphylactoid reaction,0.0005
CID100005775,phentolamine,Gastrointestinal pain,0.505
CID100005775,phentolamine,Abdominal pain,0.505
CID100005775,phentolamine,Angina pectoris,0.0055
CID100005775,phentolamine,Arrhythmia,0.003
CID100005775,phentolamine,Asthenia,0.25275
CID100005775,phentolamine,Chest pain,0.0055
CID100005775,phentolamine,Diarrhoea,0.505
CID100005775,phentolamine,Dizziness,0.25275
CID100005775,phentolamine,Flushing,0.25275
CID100005775,phentolamine,Headache,0.02632725
CID100005775,phentolamine,Orthostatic hypotension,0.27525
CID100005775,phentolamine,Myocardial infarction,0.505
CID100005775,phentolamine,Acute coronary syndrome,0.505
CID100005775,phentolamine,Nasal congestion,0.25275
CID100005775,phentolamine,Nausea,0.505
CID100005775,phentolamine,Peptic ulcer,0.505
CID100005775,phentolamine,Tachycardia,0.14220480000000002
CID100005775,phentolamine,Vomiting,0.505
CID100005775,phentolamine,Injection site pain,0.051171675
CID100005775,phentolamine,Bradycardia,0.00928438
CID100005775,phentolamine,Hypotension,0.25275
CID100005775,phentolamine,Procedural pain,0.054969825
CID100005978,vincristine,Abdominal pain,0.0843373
CID100005978,vincristine,Anaemia,0.2543375
CID100005978,vincristine,Decreased appetite,0.33
CID100005978,vincristine,Constipation,0.30909639999999994
CID100005978,vincristine,Diarrhoea,0.37
CID100005978,vincristine,Body temperature increased,0.23585933333333334
CID100005978,vincristine,Hypotension,0.0661205
CID100005978,vincristine,Nausea,0.52
CID100005978,vincristine,Pain,0.0843373
CID100005978,vincristine,Thrombocytopenia,0.168675
CID100005978,vincristine,Neuropathy peripheral,0.2610602
CID100005978,vincristine,Insomnia,0.32
CID100005978,vincristine,Ileus,0.060241
CID100005978,vincristine,Gastrointestinal pain,0.0843373
CID100005978,vincristine,Asthenia,0.1567169
CID100005978,vincristine,Mental disorder,0.108434
CID100005978,vincristine,Colonic pseudo-obstruction,0.060241
CID100005978,vincristine,Infection,0.39759
CID100005978,vincristine,Connective tissue disorder,0.0843373
CID100005978,vincristine,Fatigue,0.265241
CID100005978,vincristine,Gastrointestinal disorder,0.253012
CID100005978,vincristine,Cardiac arrest,0.0601205
CID100005978,vincristine,Cardiac disorder,0.108434
CID100005978,vincristine,Mediastinal disorder,0.204819
CID100005978,vincristine,Neutropenia,0.180723
CID100005978,vincristine,Pneumonia,0.0843373
CID100005978,vincristine,Septic shock,0.060241
CID100005978,vincristine,Tumour lysis syndrome,0.02
CID100005978,vincristine,Urethral disorder,0.0722892
CID100005978,vincristine,Urinary tract disorder,0.0722892
CID100005978,vincristine,Angiopathy,0.0963855
CID100005978,vincristine,Muscular weakness,0.0120482
CID100005978,vincristine,Aspartate aminotransferase increased,0.0722892
CID100005978,vincristine,Staphylococcal bacteraemia,0.060241
CID100005978,vincristine,Neuritis,0.168675
CID100005978,vincristine,Peripheral motor neuropathy,0.168675
CID100005978,vincristine,Respiratory distress,0.0601205
CID100005978,vincristine,Febrile neutropenia,0.29941766666666664
CID100005978,vincristine,Mental status changes,0.0361446
CID100005978,vincristine,Respiratory failure,0.0481928
CID100006018,tetrabenazine,Asthenia,0.22
CID100006018,tetrabenazine,Somnolence,0.31
CID100006018,tetrabenazine,Fatigue,0.22
CID100006018,tetrabenazine,Nausea,0.13
CID100006018,tetrabenazine,Akathisia,0.12506166666666665
CID100006018,tetrabenazine,Insomnia,0.22
CID100006058,cysteamine,Gastrointestinal pain,0.161375
CID100006058,cysteamine,Abdominal pain,0.161375
CID100006058,cysteamine,Anaphylactic shock,0.0055
CID100006058,cysteamine,Decreased appetite,0.19
CID100006058,cysteamine,Asthenia,0.505
CID100006058,cysteamine,Diarrhoea,0.255125
CID100006058,cysteamine,Dizziness,0.025
CID100006058,cysteamine,Dyspepsia,0.505
CID100006058,cysteamine,Rash,0.2875
CID100006058,cysteamine,Dermatitis,0.2875
CID100006058,cysteamine,Body temperature increased,0.35000000000000003
CID100006058,cysteamine,Gastroenteritis,0.505
CID100006058,cysteamine,Gastrointestinal disorder,0.0005
CID100006058,cysteamine,Breath odour,0.505
CID100006058,cysteamine,Hallucination,0.0055
CID100006058,cysteamine,Headache,0.19833333333333333
CID100006058,cysteamine,Pain in extremity,0.003
CID100006058,cysteamine,Lethargy,0.27666666666666667
CID100006058,cysteamine,Leukopenia,0.0055
CID100006058,cysteamine,Nausea,0.26
CID100006058,cysteamine,Nephrotic syndrome,0.0055
CID100006058,cysteamine,Nervousness,0.0055
CID100006058,cysteamine,Tension,0.0055
CID100006058,cysteamine,Osteopenia,0.003
CID100006058,cysteamine,Optic neuritis,0.0005
CID100006058,cysteamine,Papilloedema,0.0005
CID100006058,cysteamine,Mass,0.003
CID100006058,cysteamine,Benign intracranial hypertension,0.0005
CID100006058,cysteamine,Scoliosis,0.003
CID100006058,cysteamine,Convulsion,0.0055
CID100006058,cysteamine,Vomiting,0.304
CID100006058,cysteamine,Encephalopathy,0.505
CID100006058,cysteamine,Liver function test abnormal,0.505
CID100006058,cysteamine,Skin striae,0.003
CID100006058,cysteamine,Joint hyperextension,0.003
CID100006058,cysteamine,Discomfort,0.07
CID100006058,cysteamine,Skin odour abnormal,0.505
CID100006058,cysteamine,Gastrointestinal ulcer,0.0055
CID100006058,cysteamine,Hair colour changes,0.0055
CID100006058,cysteamine,Compression fracture,0.003
CID100006058,cysteamine,Skin fragility,0.003
CID100006058,cysteamine,Knee deformity,0.003
CID100006058,cysteamine,Somnolence,0.0055
CID100006238,17-hydroxyprogesterone,Breast disorder,0.0005
CID100006238,17-hydroxyprogesterone,Cervical incompetence,0.0005
CID100006238,17-hydroxyprogesterone,Infection,0.0005
CID100006238,17-hydroxyprogesterone,Diarrhoea,0.015
CID100006238,17-hydroxyprogesterone,Dizziness,0.0005
CID100006238,17-hydroxyprogesterone,Dyspnoea,0.0005
CID100006238,17-hydroxyprogesterone,Rash,0.0005
CID100006238,17-hydroxyprogesterone,Dermatitis,0.0005
CID100006238,17-hydroxyprogesterone,Fatigue,0.0005
CID100006238,17-hydroxyprogesterone,Asthenia,0.0005
CID100006238,17-hydroxyprogesterone,Premature rupture of membranes,0.0005
CID100006238,17-hydroxyprogesterone,Body temperature increased,0.0005
CID100006238,17-hydroxyprogesterone,Flushing,0.0005
CID100006238,17-hydroxyprogesterone,Headache,0.0005
CID100006238,17-hydroxyprogesterone,Hypersensitivity,0.0005
CID100006238,17-hydroxyprogesterone,Premature labour,0.14900000000000002
CID100006238,17-hydroxyprogesterone,Nausea,0.052000000000000005
CID100006238,17-hydroxyprogesterone,Nervous system disorder,0.0005
CID100006238,17-hydroxyprogesterone,Pre-eclampsia,0.067
CID100006238,17-hydroxyprogesterone,Pregnancy,0.0005
CID100006238,17-hydroxyprogesterone,Pruritus,0.068
CID100006238,17-hydroxyprogesterone,Erythema,0.0005
CID100006238,17-hydroxyprogesterone,Urinary tract infection,0.0005
CID100006238,17-hydroxyprogesterone,Urticaria,0.07816666666666666
CID100006238,17-hydroxyprogesterone,Vomiting,0.0005
CID100006238,17-hydroxyprogesterone,Oligohydramnios,0.024499999999999997
CID100006238,17-hydroxyprogesterone,Gestational diabetes,0.051000000000000004
CID100006238,17-hydroxyprogesterone,Injection site swelling,0.1245
CID100006238,17-hydroxyprogesterone,Injection site reaction,0.0005
CID100006238,17-hydroxyprogesterone,Injection site pain,0.3375
CID100006238,17-hydroxyprogesterone,Chest pain,0.0005
CID100006238,17-hydroxyprogesterone,Chest discomfort,0.0005
CID100006238,17-hydroxyprogesterone,Gestational hypertension,0.067
CID100006238,17-hydroxyprogesterone,Feeling hot,0.0005
CID100006238,17-hydroxyprogesterone,Injection site nodule,0.0325
CID100006238,17-hydroxyprogesterone,Hot flush,0.0005
CID100006238,17-hydroxyprogesterone,Menopausal symptoms,0.0005
CID100006238,17-hydroxyprogesterone,Injection site pruritus,0.0455
CID100006238,17-hydroxyprogesterone,Shortened cervix,0.0005
CID100006256,trifluorothymidine,Eyelid oedema,0.028
CID100006256,trifluorothymidine,Punctate keratitis,0.02
CID100006432,Optison,Gastrointestinal pain,0.0055
CID100006432,Optison,Abdominal pain,0.0055
CID100006432,Optison,Anaphylactic shock,0.0005
CID100006432,Optison,Angioedema,0.0005
CID100006432,Optison,Arrhythmia,0.0005
CID100006432,Optison,Arthralgia,0.0005
CID100006432,Optison,Musculoskeletal discomfort,0.0005
CID100006432,Optison,Asthenia,0.003
CID100006432,Optison,Atrial fibrillation,0.0005
CID100006432,Optison,Back pain,0.0072499999999999995
CID100006432,Optison,Bronchospasm,0.0005
CID100006432,Optison,Transient ischaemic attack,0.0005
CID100006432,Optison,Neck pain,0.0005
CID100006432,Optison,Chest pain,0.003
CID100006432,Optison,Coma,0.0005
CID100006432,Optison,Cough,0.0005
CID100006432,Optison,Diarrhoea,0.0055
CID100006432,Optison,Dizziness,0.007875
CID100006432,Optison,Dysgeusia,0.0055
CID100006432,Optison,Dyspepsia,0.0005
CID100006432,Optison,Dyspnoea,0.003
CID100006432,Optison,Oedema,0.0005
CID100006432,Optison,Rash,0.0005
CID100006432,Optison,Dermatitis,0.0005
CID100006432,Optison,Fatigue,0.003
CID100006432,Optison,Body temperature increased,0.0005
CID100006432,Optison,Flank pain,0.0005
CID100006432,Optison,Flushing,0.1125
CID100006432,Optison,Gastrointestinal disorder,0.505
CID100006432,Optison,Headache,0.12049999999999998
CID100006432,Optison,Cardiac disorder,0.0005
CID100006432,Optison,Cardiac failure congestive,0.0005
CID100006432,Optison,Hypersensitivity,0.0005
CID100006432,Optison,Hypertension,0.0005
CID100006432,Optison,Hypoaesthesia,0.0005
CID100006432,Optison,Hypotension,0.003
CID100006432,Optison,Muscle spasms,0.0005
CID100006432,Optison,Mediastinal disorder,0.0055
CID100006432,Optison,Nausea,0.00775
CID100006432,Optison,Palpitations,0.0005
CID100006432,Optison,Paraesthesia,0.0005
CID100006432,Optison,Pruritus,0.003
CID100006432,Optison,Convulsion,0.0005
CID100006432,Optison,Shock,0.0005
CID100006432,Optison,Stridor,0.0005
CID100006432,Optison,Swelling,0.0005
CID100006432,Optison,Loss of consciousness,0.0005
CID100006432,Optison,Syncope,0.0005
CID100006432,Optison,Tachycardia,0.0005
CID100006432,Optison,Supraventricular tachycardia,0.0005
CID100006432,Optison,Tremor,0.0005
CID100006432,Optison,Erythema,0.0005
CID100006432,Optison,Urticaria,0.0005
CID100006432,Optison,Angiopathy,0.505
CID100006432,Optison,Ventricular fibrillation,0.0005
CID100006432,Optison,Ventricular tachycardia,0.0005
CID100006432,Optison,Vomiting,0.024249999999999997
CID100006432,Optison,Wheezing,0.0005
CID100006432,Optison,Chills,0.0005
CID100006432,Optison,Ventricular arrhythmia,0.0005
CID100006432,Optison,Agitation,0.0005
CID100006432,Optison,Injection site pain,0.0055
CID100006432,Optison,Acute myocardial infarction,0.0005
CID100006432,Optison,Respiratory arrest,0.0005
CID100006432,Optison,Rash erythematous,0.0005
CID100006432,Optison,Dry throat,0.0005
CID100006432,Optison,Throat tightness,0.0005
CID100006432,Optison,Peripheral coldness,0.0005
CID100006432,Optison,Anaphylactoid reaction,0.0005
CID100006432,Optison,Vision blurred,0.0005
CID100006432,Optison,Bradycardia,0.0005
CID100006432,Optison,Respiratory distress,0.0005
CID100006432,Optison,Electrocardiogram abnormal,0.0005
CID100006432,Optison,Renal pain,0.012
CID100006432,Optison,Throat irritation,0.0055
CID100006432,Optison,Hyperhidrosis,0.0055
CID100006432,Optison,Feeling hot,0.0055
CID100006436,triamcinolone,Anaphylactic shock,0.0005
CID100006436,triamcinolone,Asthma,0.023
CID100006436,triamcinolone,Back pain,0.031017266666666668
CID100006436,triamcinolone,Bronchitis,0.022000000000000002
CID100006436,triamcinolone,Infection,0.055325425
CID100006436,triamcinolone,Cough,0.050240337499999996
CID100006436,triamcinolone,Diarrhoea,0.0215
CID100006436,triamcinolone,Dizziness,0.0005
CID100006436,triamcinolone,Dyspepsia,0.022000000000000002
CID100006436,triamcinolone,Dyspnoea,0.0005
CID100006436,triamcinolone,Epistaxis,0.03486202083333333
CID100006436,triamcinolone,Rash,0.014166666666666668
CID100006436,triamcinolone,Dermatitis,0.014166666666666668
CID100006436,triamcinolone,Excoriation,0.0125
CID100006436,triamcinolone,Fatigue,0.0005
CID100006436,triamcinolone,Asthenia,0.0005
CID100006436,triamcinolone,Body temperature increased,0.0579713
CID100006436,triamcinolone,Glaucoma,0.0005
CID100006436,triamcinolone,Headache,0.07602529411764705
CID100006436,triamcinolone,Hypersensitivity,0.0005
CID100006436,triamcinolone,Influenza,0.04678193
CID100006436,triamcinolone,Nasopharyngitis,0.036
CID100006436,triamcinolone,Nausea,0.0005
CID100006436,triamcinolone,Pain,0.0275
CID100006436,triamcinolone,Pharyngitis,0.07348436923076923
CID100006436,triamcinolone,Pruritus,0.0005
CID100006436,triamcinolone,Rhinitis,0.04985352727272727
CID100006436,triamcinolone,Sinusitis,0.047757925
CID100006436,triamcinolone,Sneezing,0.059369767272727275
CID100006436,triamcinolone,Tooth disorder,0.022000000000000002
CID100006436,triamcinolone,Cataract,0.0005
CID100006436,triamcinolone,Sinus congestion,0.00365748125
CID100006436,triamcinolone,Nasal discomfort,0.031482583333333335
CID100006436,triamcinolone,Oropharyngeal discomfort,0.005431237142857142
CID100006436,triamcinolone,Oropharyngeal pain,0.005431237142857142
CID100006436,triamcinolone,Blood cortisol decreased,0.0005
CID100006436,triamcinolone,Laryngeal pain,0.0485
CID100006436,triamcinolone,Insomnia,0.0005
CID100006436,triamcinolone,Rhinorrhoea,0.019000000000000003
CID100006451,bromcresol,Arthralgia,0.015
CID100006451,bromcresol,Musculoskeletal discomfort,0.015
CID100006451,bromcresol,Bladder pain,0.04
CID100006451,bromcresol,Dysuria,0.22999999999999998
CID100006451,bromcresol,Rash,0.02875
CID100006451,bromcresol,Dermatitis,0.02875
CID100006451,bromcresol,Body temperature increased,0.051250000000000004
CID100006451,bromcresol,Haematuria,0.16999999999999998
CID100006451,bromcresol,Incontinence,0.016666666666666666
CID100006451,bromcresol,Nausea,0.04
CID100006451,bromcresol,Pain,0.07375
CID100006451,bromcresol,Chills,0.03333333333333333
CID100006451,bromcresol,Cystitis haemorrhagic,0.0375
CID100006451,bromcresol,Myalgia,0.015
CID100006451,bromcresol,Influenza like illness,0.09375
CID100006451,bromcresol,Bladder spasm,0.04
CID100006451,bromcresol,Hyperhidrosis,0.011666666666666665
CID100007012,phenylbutyric,Acidosis,0.14
CID100007012,phenylbutyric,Anaemia,0.09
CID100007012,phenylbutyric,Hyperbilirubinaemia,0.01
CID100007012,phenylbutyric,Thrombocytopenia,0.03
CID100007012,phenylbutyric,Hypophosphataemia,0.06
CID100007012,phenylbutyric,Blood alkaline phosphatase increased,0.06
CID100007012,phenylbutyric,Hypoalbuminaemia,0.11
CID100007012,phenylbutyric,Thrombocytosis,0.01
CID100007012,phenylbutyric,Protein total decreased,0.03
CID100007187,benzoyl,Anaphylactic shock,0.0005
CID100007187,benzoyl,Hypersensitivity,0.0005
CID100007187,benzoyl,Pain,0.0005
CID100007187,benzoyl,Pruritus,0.505
CID100007187,benzoyl,Burning sensation,0.0055
CID100007187,benzoyl,Skin irritation,0.0005
CID100007187,benzoyl,Skin exfoliation,0.55
CID100007187,benzoyl,Application site rash,0.0005
CID100007187,benzoyl,Application site erythema,0.55
CID100007187,benzoyl,Application site discolouration,0.0005
CID100007187,benzoyl,Sensitisation,0.505
CID100007187,benzoyl,Application site hypersensitivity,0.0005
CID100009433,aminophylline,Abdominal pain,0.16499999999999998
CID100009433,aminophylline,Gastrointestinal pain,0.16499999999999998
CID100009433,aminophylline,Atrial fibrillation,0.065
CID100009433,aminophylline,Diarrhoea,0.07
CID100009433,aminophylline,Cardiac flutter,0.065
CID100009433,aminophylline,Haematemesis,0.01
CID100009433,aminophylline,Hyperglycaemia,0.58
CID100009433,aminophylline,Hypokalaemia,0.6275
CID100009433,aminophylline,Hypotension,0.145
CID100009433,aminophylline,Nervousness,0.425
CID100009433,aminophylline,Tension,0.425
CID100009433,aminophylline,Rhabdomyolysis,0.035
CID100009433,aminophylline,Convulsion,0.095
CID100009433,aminophylline,Shock,0.145
CID100009433,aminophylline,Sinus tachycardia,0.8266666666666667
CID100009433,aminophylline,Supraventricular tachycardia,0.1225
CID100009433,aminophylline,Tremor,0.2425
CID100009433,aminophylline,Vomiting,0.6425
CID100009433,aminophylline,Ventricular arrhythmia,0.15250000000000002
CID100009433,aminophylline,Ventricular extrasystoles,0.1325
CID100009433,aminophylline,Atrial tachycardia,0.01
CID100009433,aminophylline,Disorientation,0.09
CID100009433,aminophylline,Haemodynamic instability,0.15250000000000002
CID100010413,hydroxybutyrate,Albuminuria,0.505
CID100010413,hydroxybutyrate,Decreased appetite,0.0005
CID100010413,hydroxybutyrate,Anxiety,0.013333333333333334
CID100010413,hydroxybutyrate,Arthralgia,0.0005
CID100010413,hydroxybutyrate,Musculoskeletal discomfort,0.0005
CID100010413,hydroxybutyrate,Asthenia,0.03
CID100010413,hydroxybutyrate,Cataplexy,0.013333333333333334
CID100010413,hydroxybutyrate,Infection,0.06799999999999999
CID100010413,hydroxybutyrate,Confusional state,0.07
CID100010413,hydroxybutyrate,Feeling abnormal,0.07
CID100010413,hydroxybutyrate,Cystitis noninfective,0.505
CID100010413,hydroxybutyrate,Cystitis,0.505
CID100010413,hydroxybutyrate,Bladder pain,0.505
CID100010413,hydroxybutyrate,Diarrhoea,0.03
CID100010413,hydroxybutyrate,Dizziness,0.11322727272727273
CID100010413,hydroxybutyrate,Enuresis,0.03666666666666667
CID100010413,hydroxybutyrate,Headache,0.16008333333333333
CID100010413,hydroxybutyrate,Haematuria,0.505
CID100010413,hydroxybutyrate,Hyperhidrosis,0.011428571428571429
CID100010413,hydroxybutyrate,Hypersensitivity,0.0005
CID100010413,hydroxybutyrate,Hypertension,0.0005
CID100010413,hydroxybutyrate,Irritability,0.01125
CID100010413,hydroxybutyrate,Muscle spasms,0.015
CID100010413,hydroxybutyrate,Metrorrhagia,0.505
CID100010413,hydroxybutyrate,Nausea,0.10466666666666667
CID100010413,hydroxybutyrate,Pain,0.065625
CID100010413,hydroxybutyrate,Pain in extremity,0.016666666666666666
CID100010413,hydroxybutyrate,Paraesthesia,0.0175
CID100010413,hydroxybutyrate,Somnambulism,0.01
CID100010413,hydroxybutyrate,Loss of consciousness,0.0055
CID100010413,hydroxybutyrate,Shock,0.0055
CID100010413,hydroxybutyrate,Syncope,0.0055
CID100010413,hydroxybutyrate,Tremor,0.0175
CID100010413,hydroxybutyrate,Pollakiuria,0.3385
CID100010413,hydroxybutyrate,Urinary incontinence,0.05
CID100010413,hydroxybutyrate,Viral infection,0.04
CID100010413,hydroxybutyrate,Vomiting,0.048
CID100010413,hydroxybutyrate,Weight decreased,0.0005
CID100010413,hydroxybutyrate,Dry mouth,0.016666666666666666
CID100010413,hydroxybutyrate,Micturition urgency,0.0055
CID100010413,hydroxybutyrate,Oedema peripheral,0.013333333333333334
CID100010413,hydroxybutyrate,Panic attack,0.0005
CID100010413,hydroxybutyrate,Hangover,0.0005
CID100010413,hydroxybutyrate,Abdominal pain upper,0.02
CID100010413,hydroxybutyrate,Disorientation,0.0175
CID100010413,hydroxybutyrate,Disturbance in attention,0.0125
CID100010413,hydroxybutyrate,Memory impairment,0.0005
CID100010413,hydroxybutyrate,Fluid retention,0.0005
CID100010413,hydroxybutyrate,Vision blurred,0.0005
CID100010413,hydroxybutyrate,Sleep paralysis,0.0125
CID100010413,hydroxybutyrate,Feeling drunk,0.01125
CID100010413,hydroxybutyrate,Sleep disorder,0.09
CID100010413,hydroxybutyrate,Muscular weakness,0.0
CID100010413,hydroxybutyrate,Ageusia,0.0055
CID100010413,hydroxybutyrate,Somnolence,0.04
CID100010631,medroxyprogesterone,Abdominal distension,0.023
CID100010631,medroxyprogesterone,Alopecia,0.011
CID100010631,medroxyprogesterone,Amenorrhoea,0.0405
CID100010631,medroxyprogesterone,Anaphylactic shock,0.0005
CID100010631,medroxyprogesterone,Anaemia,0.0005
CID100010631,medroxyprogesterone,Angioedema,0.0005
CID100010631,medroxyprogesterone,Anovulatory cycle,0.0005
CID100010631,medroxyprogesterone,Arthralgia,0.01
CID100010631,medroxyprogesterone,Musculoskeletal discomfort,0.01
CID100010631,medroxyprogesterone,Asthenia,0.014333333333333335
CID100010631,medroxyprogesterone,Asthma,0.0005
CID100010631,medroxyprogesterone,Back pain,0.022
CID100010631,medroxyprogesterone,Mental disorder,0.0005
CID100010631,medroxyprogesterone,Bone disorder,0.0005
CID100010631,medroxyprogesterone,Breast cancer,0.0005
CID100010631,medroxyprogesterone,Breast disorder,0.0005
CID100010631,medroxyprogesterone,Chest pain,0.0005
CID100010631,medroxyprogesterone,Infection,0.0005
CID100010631,medroxyprogesterone,Disturbance in sexual arousal,0.02775
CID100010631,medroxyprogesterone,Libido decreased,0.055
CID100010631,medroxyprogesterone,Depression,0.015
CID100010631,medroxyprogesterone,Scleroderma,0.0005
CID100010631,medroxyprogesterone,Dizziness,0.0375
CID100010631,medroxyprogesterone,Somnolence,0.0005
CID100010631,medroxyprogesterone,Dysmenorrhoea,0.017
CID100010631,medroxyprogesterone,Dyspnoea,0.0005
CID100010631,medroxyprogesterone,Oedema,0.022
CID100010631,medroxyprogesterone,Rash,0.011
CID100010631,medroxyprogesterone,Dermatitis,0.011
CID100010631,medroxyprogesterone,VIIth nerve paralysis,0.0005
CID100010631,medroxyprogesterone,Fatigue,0.042
CID100010631,medroxyprogesterone,Body temperature increased,0.0005
CID100010631,medroxyprogesterone,Gastrointestinal disorder,0.0005
CID100010631,medroxyprogesterone,Headache,0.1275
CID100010631,medroxyprogesterone,Cardiac disorder,0.0005
CID100010631,medroxyprogesterone,Blood disorder,0.0005
CID100010631,medroxyprogesterone,Haemorrhage,0.04125
CID100010631,medroxyprogesterone,Haemoglobin,0.04125
CID100010631,medroxyprogesterone,Hirsutism,0.0005
CID100010631,medroxyprogesterone,Dysphonia,0.0005
CID100010631,medroxyprogesterone,Hyperplasia,0.0005
CID100010631,medroxyprogesterone,Hypersensitivity,0.0005
CID100010631,medroxyprogesterone,Immune system disorder,0.0005
CID100010631,medroxyprogesterone,Libido increased,0.0005
CID100010631,medroxyprogesterone,Jaundice,0.0005
CID100010631,medroxyprogesterone,Muscle spasms,0.037
CID100010631,medroxyprogesterone,Vaginal discharge,0.029
CID100010631,medroxyprogesterone,Breast mass,0.0005
CID100010631,medroxyprogesterone,Breast pain,0.028
CID100010631,medroxyprogesterone,Chloasma,0.0005
CID100010631,medroxyprogesterone,Metrorrhagia,0.07
CID100010631,medroxyprogesterone,Nausea,0.033
CID100010631,medroxyprogesterone,Neoplasm,0.0005
CID100010631,medroxyprogesterone,Nervous system disorder,0.0005
CID100010631,medroxyprogesterone,Nervousness,0.05425
CID100010631,medroxyprogesterone,Tension,0.05425
CID100010631,medroxyprogesterone,Oligomenorrhoea,0.0005
CID100010631,medroxyprogesterone,Osteoporosis,0.0005
CID100010631,medroxyprogesterone,Paraesthesia,0.0005
CID100010631,medroxyprogesterone,Pruritus,0.0005
CID100010631,medroxyprogesterone,Pulmonary embolism,0.0005
CID100010631,medroxyprogesterone,Convulsion,0.0005
CID100010631,medroxyprogesterone,Skin disorder,0.0005
CID100010631,medroxyprogesterone,Swelling,0.0005
CID100010631,medroxyprogesterone,Loss of consciousness,0.0005
CID100010631,medroxyprogesterone,Shock,0.0005
CID100010631,medroxyprogesterone,Syncope,0.0005
CID100010631,medroxyprogesterone,Tachycardia,0.0005
CID100010631,medroxyprogesterone,Thrombophlebitis,0.0005
CID100010631,medroxyprogesterone,Unintended pregnancy,0.0005
CID100010631,medroxyprogesterone,Urticaria,0.0005
CID100010631,medroxyprogesterone,Vaginal infection,0.012
CID100010631,medroxyprogesterone,Vaginal inflammation,0.012
CID100010631,medroxyprogesterone,Varicose vein,0.0005
CID100010631,medroxyprogesterone,Angiopathy,0.0005
CID100010631,medroxyprogesterone,Weight increased,0.04
CID100010631,medroxyprogesterone,Chills,0.0005
CID100010631,medroxyprogesterone,Skin odour abnormal,0.0005
CID100010631,medroxyprogesterone,Breast discharge,0.0005
CID100010631,medroxyprogesterone,Deep vein thrombosis,0.0005
CID100010631,medroxyprogesterone,Glucose tolerance decreased,0.0005
CID100010631,medroxyprogesterone,Injection site reaction,0.05
CID100010631,medroxyprogesterone,Injection site pain,0.0005
CID100010631,medroxyprogesterone,Dry skin,0.0005
CID100010631,medroxyprogesterone,Dyspepsia,0.0005
CID100010631,medroxyprogesterone,Discomfort,0.112
CID100010631,medroxyprogesterone,Galactorrhoea,0.0005
CID100010631,medroxyprogesterone,Vaginal cyst,0.0005
CID100010631,medroxyprogesterone,Rectal haemorrhage,0.0005
CID100010631,medroxyprogesterone,Hepatobiliary disease,0.0005
CID100010631,medroxyprogesterone,Cervix carcinoma,0.0005
CID100010631,medroxyprogesterone,Anaphylactoid reaction,0.0005
CID100010631,medroxyprogesterone,Osteoporotic fracture,0.0005
CID100010631,medroxyprogesterone,Paralysis,0.0005
CID100010631,medroxyprogesterone,Hot flush,0.01
CID100010631,medroxyprogesterone,Menopausal symptoms,0.01
CID100010631,medroxyprogesterone,Hyperhidrosis,0.0005
CID100010631,medroxyprogesterone,Acne,0.012
CID100010631,medroxyprogesterone,Insomnia,0.01
CID100010631,medroxyprogesterone,Flatulence,0.023
