flat,drug_name,side_effect_se,freq_mean_y
CID100000444,bupropion,Sexual dysfunction,0.505
CID100000444,bupropion,Vulvovaginal discomfort,0.0055
CID100000444,bupropion,Hot flush,0.011833333333333333
CID100000444,bupropion,Menopausal symptoms,0.011833333333333333
CID100000444,bupropion,Tardive dyskinesia,0.0005
CID100000444,bupropion,Neurological examination abnormal,0.0005
CID100000444,bupropion,Dyspareunia,0.0005
CID100000444,bupropion,Testicular swelling,0.0055
CID100000444,bupropion,Somnolence,0.021166666666666667
CID100000444,bupropion,Ejaculation disorder,0.0005
CID100000444,bupropion,Vaginal haemorrhage,0.01
CID100000450,estradiol,Abdominal pain,0.07388203255813953
CID100000450,estradiol,Abdominal distension,0.13597846153846155
CID100000450,estradiol,Gastrointestinal pain,0.07562922380952382
CID100000450,estradiol,Alopecia,0.003
CID100000450,estradiol,Amenorrhoea,0.0005
CID100000450,estradiol,Anaphylactic shock,0.0005
CID100000450,estradiol,Angioedema,0.0005
CID100000450,estradiol,Anxiety,0.025157747619047616
CID100000450,estradiol,Aphasia,0.0005
CID100000450,estradiol,Arthralgia,0.044625455555555554
CID100000450,estradiol,Musculoskeletal discomfort,0.04164287428571428
CID100000450,estradiol,Arthritis,0.03703098
CID100000450,estradiol,Asthenia,0.03315430588235294
CID100000450,estradiol,Asthma,0.018457418181818182
CID100000450,estradiol,Back pain,0.053114146875
CID100000450,estradiol,Breast cancer,0.0005
CID100000450,estradiol,Breast disorder,0.0005
CID100000450,estradiol,Breast swelling,0.0005
CID100000450,estradiol,Bronchitis,0.05317752857142858
CID100000450,estradiol,Candida infection,0.02666666666666667
CID100000450,estradiol,Vulvovaginal candidiasis,0.049341925
CID100000450,estradiol,Vulvovaginal mycotic infection,0.045838385
CID100000450,estradiol,Transient ischaemic attack,0.0005
CID100000450,estradiol,Cervical polyp,0.0408194
CID100000450,estradiol,Neck pain,0.0319379
CID100000450,estradiol,Chest pain,0.021018969230769232
CID100000450,estradiol,Cholecystitis,0.0005
CID100000450,estradiol,Cholelithiasis,0.0005
CID100000450,estradiol,Chorea,0.0005
CID100000450,estradiol,Nasopharyngitis,0.06293698636363637
CID100000450,estradiol,Rhinitis,0.037
CID100000450,estradiol,Infection,0.05958748181818181
CID100000450,estradiol,Feeling abnormal,0.0005
CID100000450,estradiol,Conjunctivitis,0.019698425
CID100000450,estradiol,Constipation,0.03447271428571429
CID100000450,estradiol,Contusion,0.0005
CID100000450,estradiol,Cough,0.019025283333333334
CID100000450,estradiol,Cyst,0.03371435
CID100000450,estradiol,Disturbance in sexual arousal,0.0021666666666666666
CID100000450,estradiol,Libido decreased,0.0005
CID100000450,estradiol,Depression,0.06372995
CID100000450,estradiol,Dermatitis,0.10210614444444445
CID100000450,estradiol,Diarrhoea,0.02388042222222222
CID100000450,estradiol,Dizziness,0.07653130842105264
CID100000450,estradiol,Dysgeusia,0.0005
CID100000450,estradiol,Dysmenorrhoea,0.01642935
CID100000450,estradiol,Dyspepsia,0.04620678461538462
CID100000450,estradiol,Dyspnoea,0.0005
CID100000450,estradiol,Ear pain,0.009708733333333334
CID100000450,estradiol,Eczema,0.0005
CID100000450,estradiol,Oedema,0.13341666666666666
CID100000450,estradiol,Endometrial hyperplasia,0.0018855625
CID100000450,estradiol,Epilepsy,0.0005
CID100000450,estradiol,Erythema multiforme,0.0005
CID100000450,estradiol,Erythema nodosum,0.0005
CID100000450,estradiol,Rash,0.09675845263157894
CID100000450,estradiol,Fatigue,0.0005
CID100000450,estradiol,Body temperature increased,0.0005
CID100000450,estradiol,Fibrocystic breast disease,0.0005
CID100000450,estradiol,Flatulence,0.04715913333333333
CID100000450,estradiol,Flushing,0.0005
CID100000450,estradiol,Gallbladder disorder,0.0005
CID100000450,estradiol,Gastroenteritis,0.0252852
CID100000450,estradiol,Gynaecomastia,0.0005
CID100000450,estradiol,Headache,0.1419650027027027
CID100000450,estradiol,Haemangioma,0.0005
CID100000450,estradiol,Hemiparesis,0.0005
CID100000450,estradiol,Haemorrhage,0.0005
CID100000450,estradiol,Haemoglobin,0.0005
CID100000450,estradiol,Hirsutism,0.014483575714285714
CID100000450,estradiol,Hyperaesthesia,0.019431577142857145
CID100000450,estradiol,Hyperhidrosis,0.0005
CID100000450,estradiol,Hypersensitivity,0.02388696625
CID100000450,estradiol,Hypertension,0.031669749999999997
CID100000450,estradiol,Hypoaesthesia,0.01810594
CID100000450,estradiol,Hypocalcaemia,0.0005
CID100000450,estradiol,Libido increased,0.003
CID100000450,estradiol,Inflammation,0.0005
CID100000450,estradiol,Influenza,0.0587083125
CID100000450,estradiol,Intestinal obstruction,0.0005
CID100000450,estradiol,Irritability,0.0005
CID100000450,estradiol,Jaundice cholestatic,0.0005
CID100000450,estradiol,Osteoarthritis,0.020685449999999998
CID100000450,estradiol,Arthropathy,0.020685449999999998
CID100000450,estradiol,Muscle spasms,0.0017499999999999998
CID100000450,estradiol,Pain in extremity,0.035505496
CID100000450,estradiol,Lethargy,0.0005
CID100000450,estradiol,Vaginal discharge,0.0314579096
CID100000450,estradiol,Breast mass,0.0005
CID100000450,estradiol,Breast pain,0.1135115288888889
CID100000450,estradiol,Chloasma,0.0005
CID100000450,estradiol,Meningioma,0.0005
CID100000450,estradiol,Menorrhagia,0.0005
CID100000450,estradiol,Menstrual disorder,0.505
CID100000450,estradiol,Metrorrhagia,0.0703194
CID100000450,estradiol,Fungal infection,0.0380292
CID100000450,estradiol,Myocardial infarction,0.0005
CID100000450,estradiol,Acute coronary syndrome,0.0005
CID100000450,estradiol,Myoclonus,0.0005
CID100000450,estradiol,Nausea,0.04941281875
CID100000450,estradiol,Nervousness,0.012833333333333334
CID100000450,estradiol,Tension,0.012833333333333334
CID100000450,estradiol,Night sweats,0.0005
CID100000450,estradiol,Otitis media,0.01803092
CID100000450,estradiol,Ovarian cyst,0.0005
CID100000450,estradiol,Pain,0.06980106999999999
CID100000450,estradiol,Palpitations,0.006833333333333334
CID100000450,estradiol,Pancreatitis,0.0005
CID100000450,estradiol,Paraesthesia,0.0005
CID100000450,estradiol,Pelvic pain,0.0005
CID100000450,estradiol,Pharyngitis,0.02691207
CID100000450,estradiol,Phlebitis,0.0005
CID100000450,estradiol,Pneumonia,0.030469666
CID100000450,estradiol,Porphyrin metabolism disorder,0.0005
CID100000450,estradiol,Prurigo,0.0005
CID100000450,estradiol,Pruritus,0.06280219411764706
CID100000450,estradiol,Pruritus genital,0.02238888888888889
CID100000450,estradiol,Anorectal discomfort,0.0005
CID100000450,estradiol,Anal pruritus,0.0005
CID100000450,estradiol,Pulmonary embolism,0.0005
CID100000450,estradiol,Vascular purpura,0.0005
CID100000450,estradiol,Purpura,0.0005
CID100000450,estradiol,Respiratory tract infection,0.2260812
CID100000450,estradiol,Retinal vein occlusion,0.0005
CID100000450,estradiol,Shock,0.0005
CID100000450,estradiol,Sinus headache,0.05260905
CID100000450,estradiol,Sinusitis,0.06786757272727273
CID100000450,estradiol,Pigmentation disorder,0.0005
CID100000450,estradiol,Cerebrovascular accident,0.0005
CID100000450,estradiol,Sunburn,0.0005
CID100000450,estradiol,Photosensitivity reaction,0.0005
CID100000450,estradiol,Swelling,0.0005
CID100000450,estradiol,Loss of consciousness,0.0005
CID100000450,estradiol,Syncope,0.0005
CID100000450,estradiol,Tachycardia,0.0005
CID100000450,estradiol,Thrombophlebitis,0.0005
CID100000450,estradiol,Thrombosis,0.0005
CID100000450,estradiol,Tremor,0.0005
CID100000450,estradiol,Ulcer,0.0005
CID100000450,estradiol,Erythema,0.0005
CID100000450,estradiol,Upper respiratory tract infection,0.06605552083333334
CID100000450,estradiol,Urethral disorder,0.0005
CID100000450,estradiol,Pollakiuria,0.0005
CID100000450,estradiol,Urinary tract infection,0.031640836
CID100000450,estradiol,Urticaria,0.0005
CID100000450,estradiol,Uterine leiomyoma,0.003
CID100000450,estradiol,Uterine haemorrhage,0.0005
CID100000450,estradiol,Vulvovaginal pruritus,0.04873315
CID100000450,estradiol,Vaginal infection,0.040313216666666665
CID100000450,estradiol,Vaginal inflammation,0.043932599999999995
CID100000450,estradiol,Vasodilation procedure,0.05005978
CID100000450,estradiol,Visual impairment,0.0005
CID100000450,estradiol,Vomiting,0.003
CID100000450,estradiol,Vulval disorder,0.0005
CID100000450,estradiol,Vulvovaginitis,0.04228022333333333
CID100000450,estradiol,Weight increased,0.02733357357142857
CID100000450,estradiol,Weight decreased,0.0005
CID100000450,estradiol,Dry mouth,0.0005
CID100000450,estradiol,Mood swings,0.0005
CID100000450,estradiol,Affect lability,0.0005
CID100000450,estradiol,Oedema peripheral,0.021246234285714285
CID100000450,estradiol,Breast engorgement,0.0005
CID100000450,estradiol,Breast discharge,0.0005
CID100000450,estradiol,Deep vein thrombosis,0.0005
CID100000450,estradiol,Migraine,0.08398276
CID100000450,estradiol,Application site reaction,0.2743782
CID100000450,estradiol,Oedema genital,0.0005
CID100000450,estradiol,Endometrial disorder,0.06629215
CID100000450,estradiol,Ventricular extrasystoles,0.0005
CID100000450,estradiol,Injury,0.07834578571428572
CID100000450,estradiol,Myocardial ischaemia,0.0005
CID100000450,estradiol,Liver function test abnormal,0.0005
CID100000450,estradiol,Bone pain,0.03
CID100000450,estradiol,Skin discolouration,0.0005
CID100000450,estradiol,Dry skin,0.0005
CID100000450,estradiol,Uterine enlargement,0.0005
CID100000450,estradiol,Sinus congestion,0.035858883333333334
CID100000450,estradiol,Uterine cancer,0.0005
CID100000450,estradiol,Endophthalmitis,0.0005
CID100000450,estradiol,Ocular hyperaemia,0.0005
CID100000450,estradiol,Menstruation irregular,0.0005
CID100000450,estradiol,Malnutrition,0.07531833333333333
CID100000450,estradiol,Reproductive tract disorder,0.0455559
CID100000450,estradiol,Contact lens intolerance,0.0005
CID100000450,estradiol,Malaise,0.0005
CID100000450,estradiol,Discomfort,0.0005
CID100000450,estradiol,Ill-defined disorder,0.0005
CID100000450,estradiol,Myalgia,0.0315766625
CID100000450,estradiol,Decreased appetite,0.0005
CID100000450,estradiol,Abdominal discomfort,0.0005
CID100000450,estradiol,Tenderness,0.0005
CID100000450,estradiol,Dry throat,0.0005
CID100000450,estradiol,Eye irritation,0.0005
CID100000450,estradiol,Thrombophlebitis superficial,0.0005
CID100000450,estradiol,Galactorrhoea,0.0005
CID100000450,estradiol,Vaginal ulceration,0.0005
CID100000450,estradiol,Chest discomfort,0.0005
CID100000450,estradiol,Menopausal symptoms,0.02029695555555556
CID100000450,estradiol,Vulvovaginal discomfort,0.022848732
CID100000450,estradiol,Vulvovaginal pain,0.0005
CID100000450,estradiol,Heart rate irregular,0.0005
CID100000450,estradiol,Nipple pain,0.019431577142857145
CID100000450,estradiol,Perineal pain,0.03
CID100000450,estradiol,Weight fluctuation,0.505
CID100000450,estradiol,Breast tenderness,0.10456314090909093
CID100000450,estradiol,Hepatitis acute,0.0005
CID100000450,estradiol,Fluid retention,0.0005
CID100000450,estradiol,Ectropion of cervix,0.0005
CID100000450,estradiol,Glucose tolerance impaired,0.0005
CID100000450,estradiol,Papule,0.0005
CID100000450,estradiol,Malignant mesenchymoma,0.0005
CID100000450,estradiol,Anaphylactoid reaction,0.0005
CID100000450,estradiol,Genital candidiasis,0.04234434
CID100000450,estradiol,Influenza like illness,0.042725014285714284
CID100000450,estradiol,Blindness,0.0005
CID100000450,estradiol,Endometrial cancer,0.0005
CID100000450,estradiol,Blood pressure increased,0.0005
CID100000450,estradiol,Dementia,0.0005
CID100000450,estradiol,Skin exfoliation,0.55
CID100000450,estradiol,Application site rash,0.0005
CID100000450,estradiol,Drug effect decreased,0.0005
CID100000450,estradiol,Pre-existing disease,0.0005
CID100000450,estradiol,Face oedema,0.0005
CID100000450,estradiol,Cervical discharge,0.505
CID100000450,estradiol,Bradyphrenia,0.0005
CID100000450,estradiol,Uterine pain,0.023867086666666665
CID100000450,estradiol,Gait disturbance,0.0005
CID100000450,estradiol,Family stress,0.025
CID100000450,estradiol,Hot flush,0.025953228571428573
CID100000450,estradiol,Toxic shock syndrome,0.0005
CID100000450,estradiol,Generalised erythema,0.0005
CID100000450,estradiol,Drug ineffective,0.0005
CID100000450,estradiol,Insomnia,0.03643657142857143
CID100000450,estradiol,Retinal vascular thrombosis,0.0005
CID100000450,estradiol,Medical device complication,0.0005
CID100000450,estradiol,Ovarian cancer,0.0005
CID100000450,estradiol,Blood pressure fluctuation,0.0005
CID100000450,estradiol,Breast neoplasm,0.03734128
CID100000450,estradiol,Vaginismus,0.0005
CID100000450,estradiol,Breast enlargement,0.08366815
CID100000450,estradiol,Abnormal withdrawal bleeding,0.25275
CID100000450,estradiol,Vaginal haemorrhage,0.09853452222222223
CID100000453,mannitol,Nausea,0.0090822
CID100000453,mannitol,Fluid overload,0.0005
CID100000453,mannitol,Chest pain,0.027642700000000003
CID100000453,mannitol,Cough,0.0287
CID100000453,mannitol,Dizziness,0.017866255
CID100000453,mannitol,Dyspnoea,0.03217015
CID100000453,mannitol,Retching,0.002394456
CID100000453,mannitol,Headache,0.032964605
CID100000453,mannitol,Wheezing,0.00747796
CID100000453,mannitol,Chest discomfort,0.0276427
CID100000453,mannitol,Forced expiratory volume decreased,0.0005
CID100000453,mannitol,Throat irritation,0.010272675
CID100000453,mannitol,Laryngeal pain,0.0119503
CID100000453,mannitol,Nasopharyngitis,0.0076482
CID100000453,mannitol,Rhinorrhoea,0.0076482
CID100000581,N-acetylcysteine,Anaphylactic shock,0.0015
CID100000581,N-acetylcysteine,Oedema,0.014
CID100000581,N-acetylcysteine,Rash,0.0422535
CID100000581,N-acetylcysteine,Dermatitis,0.0422535
CID100000581,N-acetylcysteine,Flushing,0.0685
CID100000581,N-acetylcysteine,Hypotension,0.001
CID100000581,N-acetylcysteine,Pharyngitis,0.00917431
CID100000581,N-acetylcysteine,Pruritus,0.0303358275
CID100000581,N-acetylcysteine,Rhonchi,0.0140845
CID100000581,N-acetylcysteine,Tachycardia,0.028169
CID100000581,N-acetylcysteine,Urticaria,0.0685
CID100000581,N-acetylcysteine,Throat tightness,0.0140845
CID100000581,N-acetylcysteine,Nasopharyngitis,0.00917431
CID100000581,N-acetylcysteine,Rhinorrhoea,0.00917431
CID100000596,cytarabine,Gastrointestinal pain,0.12665836666666666
CID100000596,cytarabine,Abdominal pain,0.12665836666666666
CID100000596,cytarabine,Anaemia,0.11016866666666668
CID100000596,cytarabine,Decreased appetite,0.10508207777777778
CID100000596,cytarabine,Anxiety,0.06786463333333333
CID100000596,cytarabine,Arachnoiditis,0.31549075
CID100000596,cytarabine,Arthralgia,0.11553536666666668
CID100000596,cytarabine,Musculoskeletal discomfort,0.11553536666666668
CID100000596,cytarabine,Asthenia,0.2643451
CID100000596,cytarabine,Back pain,0.12754425
CID100000596,cytarabine,Neck pain,0.10313182000000001
CID100000596,cytarabine,Confusional state,0.1875409
CID100000596,cytarabine,Feeling abnormal,0.1875409
CID100000596,cytarabine,Conjunctivitis,0.4
CID100000596,cytarabine,Constipation,0.15357516666666668
CID100000596,cytarabine,Contusion,0.05359743333333333
CID100000596,cytarabine,Cough,0.12378099999999999
CID100000596,cytarabine,Deafness,0.08146536000000001
CID100000596,cytarabine,Dysphagia,0.09195769999999999
CID100000596,cytarabine,Dehydration,0.139122
CID100000596,cytarabine,Depression,0.13546236666666667
CID100000596,cytarabine,Diarrhoea,0.20619475
CID100000596,cytarabine,Dizziness,0.15178956000000002
CID100000596,cytarabine,Dyspnoea,0.1442581
CID100000596,cytarabine,Oedema,0.08931176666666667
CID100000596,cytarabine,Fatigue,0.26151
CID100000596,cytarabine,Body temperature increased,0.2145999090909091
CID100000596,cytarabine,Headache,0.2994700909090909
CID100000596,cytarabine,Hemiplegia,0.01
CID100000596,cytarabine,Haemorrhoids,0.04609046666666666
CID100000596,cytarabine,Hydrocephalus,0.02
CID100000596,cytarabine,Hyperglycaemia,0.0836688
CID100000596,cytarabine,Hypertension,0.08186503333333334
CID100000596,cytarabine,Hypoaesthesia,0.09260293333333335
CID100000596,cytarabine,Hypokalaemia,0.09636383333333333
CID100000596,cytarabine,Hyponatraemia,0.07565506666666667
CID100000596,cytarabine,Hypotension,0.1116529
CID100000596,cytarabine,Incontinence,0.11447003333333333
CID100000596,cytarabine,Lethargy,0.14120066666666667
CID100000596,cytarabine,Meningism,0.005
CID100000596,cytarabine,Nausea,0.2251992
CID100000596,cytarabine,Neuropathy peripheral,0.07244881874999999
CID100000596,cytarabine,Neutropenia,0.1658005
CID100000596,cytarabine,Sensory loss,0.03
CID100000596,cytarabine,Pain,0.0944583875
CID100000596,cytarabine,Pain in extremity,0.1862256666666667
CID100000596,cytarabine,Paraesthesia,0.03
CID100000596,cytarabine,Pneumonia,0.07666863333333333
CID100000596,cytarabine,Pruritus,0.0554011
CID100000596,cytarabine,Reflexes abnormal,0.05487608000000001
CID100000596,cytarabine,Convulsion,0.1349304076923077
CID100000596,cytarabine,Spinal cord disorder,0.03
CID100000596,cytarabine,Loss of consciousness,0.05565428
CID100000596,cytarabine,Shock,0.05565428
CID100000596,cytarabine,Syncope,0.05565428
CID100000596,cytarabine,Tachycardia,0.08805803333333334
CID100000596,cytarabine,Thrombocytopenia,0.146113875
CID100000596,cytarabine,Tremor,0.13928151666666666
CID100000596,cytarabine,Urinary incontinence,0.04666666666666667
CID100000596,cytarabine,Urinary tract infection,0.16552533333333333
CID100000596,cytarabine,Vomiting,0.21029011111111112
CID100000596,cytarabine,Diffuse large B-cell lymphoma,0.04711235
CID100000596,cytarabine,Urinary retention,0.05387256666666667
CID100000596,cytarabine,Agitation,0.10803686666666668
CID100000596,cytarabine,Oedema peripheral,0.11947933333333334
CID100000596,cytarabine,Altered state of consciousness,0.01
CID100000596,cytarabine,Cranial nerve paralysis,0.03
CID100000596,cytarabine,Peripheral sensory neuropathy,0.06583108333333333
CID100000596,cytarabine,Musculoskeletal stiffness,0.07104652
CID100000596,cytarabine,Nuchal rigidity,0.07104652
CID100000596,cytarabine,Muscular weakness,0.10673996666666667
CID100000596,cytarabine,Memory impairment,0.09950071666666667
CID100000596,cytarabine,Neurotoxicity,0.09
CID100000596,cytarabine,Mucosal inflammation,0.07458966666666667
CID100000596,cytarabine,Vision blurred,0.12172725000000001
